Year,State,County,Measurement,Unit,Value
2017,COLORADO,ADAMS,Area Harvested,Hectares,368.26426
2017,COLORADO,ADAMS,Production,Tonnes,27225
2017,COLORADO,PHILLIPS,Area Harvested,Hectares,522.854312
2017,COLORADO,PHILLIPS,Production,Tonnes,44109
2017,COLORADO,YUMA,Area Harvested,Hectares,1652.332938
2017,COLORADO,YUMA,Production,Tonnes,149769
2017,COLORADO,BOULDER,Area Harvested,Hectares,284.898944
2017,COLORADO,BOULDER,Production,Tonnes,21325
2017,COLORADO,LARIMER,Area Harvested,Hectares,610.266488
2017,COLORADO,LARIMER,Production,Tonnes,46505
2017,COLORADO,LOGAN,Area Harvested,Hectares,2421.641024
2017,COLORADO,LOGAN,Production,Tonnes,213940
2017,COLORADO,MORGAN,Area Harvested,Hectares,613.908662
2017,COLORADO,MORGAN,Production,Tonnes,49831
2017,COLORADO,WELD,Area Harvested,Hectares,5876.04072
2017,COLORADO,WELD,Production,Tonnes,478645
2017,IDAHO,BINGHAM,Area Harvested,Hectares,8851.292192
2017,IDAHO,BINGHAM,Production,Tonnes,863742
2017,IDAHO,POWER,Area Harvested,Hectares,6164.986524
2017,IDAHO,POWER,Production,Tonnes,587456
2017,IDAHO,CASSIA,Area Harvested,Hectares,13259.132104
2017,IDAHO,CASSIA,Production,Tonnes,1243574
2017,IDAHO,GOODING,Area Harvested,Hectares,312.417592
2017,IDAHO,GOODING,Production,Tonnes,31801
2017,IDAHO,JEROME,Area Harvested,Hectares,3585.113274
2017,IDAHO,JEROME,Production,Tonnes,362006
2017,IDAHO,LINCOLN,Area Harvested,Hectares,1263.025006
2017,IDAHO,LINCOLN,Production,Tonnes,101188
2017,IDAHO,MINIDOKA,Area Harvested,Hectares,20376.344786
2017,IDAHO,MINIDOKA,Production,Tonnes,1939697
2017,IDAHO,TWIN FALLS,Area Harvested,Hectares,2899.57519
2017,IDAHO,TWIN FALLS,Production,Tonnes,290101
2017,IDAHO,ADA,Area Harvested,Hectares,605.814942
2017,IDAHO,ADA,Production,Tonnes,61635
2017,IDAHO,CANYON,Area Harvested,Hectares,4395.699332
2017,IDAHO,CANYON,Production,Tonnes,433069
2017,IDAHO,ELMORE,Area Harvested,Hectares,3744.154872
2017,IDAHO,ELMORE,Production,Tonnes,349865
2017,IDAHO,GEM,Area Harvested,Hectares,242.002228
2017,IDAHO,GEM,Production,Tonnes,21570
2017,IDAHO,OWYHEE,Area Harvested,Hectares,993.50413
2017,IDAHO,OWYHEE,Production,Tonnes,96951
2017,IDAHO,PAYETTE,Area Harvested,Hectares,1104.388094
2017,IDAHO,PAYETTE,Production,Tonnes,107830
2017,IDAHO,WASHINGTON,Area Harvested,Hectares,341.95967
2017,IDAHO,WASHINGTON,Production,Tonnes,31353
2017,MICHIGAN,GLADWIN,Area Harvested,Hectares,344.387786
2017,MICHIGAN,GLADWIN,Production,Tonnes,19218
2017,MICHIGAN,GRATIOT,Area Harvested,Hectares,3362.131288
2017,MICHIGAN,GRATIOT,Production,Tonnes,185032
2017,MICHIGAN,MIDLAND,Area Harvested,Hectares,1105.197466
2017,MICHIGAN,MIDLAND,Production,Tonnes,58567
2017,MICHIGAN,MONTCALM,Area Harvested,Hectares,281.25677
2017,MICHIGAN,MONTCALM,Production,Tonnes,23237
2017,MICHIGAN,ARENAC,Area Harvested,Hectares,988.647898
2017,MICHIGAN,ARENAC,Production,Tonnes,63670
2017,MICHIGAN,BAY,Area Harvested,Hectares,4663.601464
2017,MICHIGAN,BAY,Production,Tonnes,249147
2017,MICHIGAN,HURON,Area Harvested,Hectares,23676.15443
2017,MICHIGAN,HURON,Production,Tonnes,1568009
2017,MICHIGAN,SAGINAW,Area Harvested,Hectares,5982.877824
2017,MICHIGAN,SAGINAW,Production,Tonnes,360168
2017,MICHIGAN,SANILAC,Area Harvested,Hectares,10079.514202
2017,MICHIGAN,SANILAC,Production,Tonnes,642356
2017,MICHIGAN,TUSCOLA,Area Harvested,Hectares,6377.85136
2017,MICHIGAN,TUSCOLA,Production,Tonnes,401944
2017,MICHIGAN,SHIAWASSEE,Area Harvested,Hectares,201.533628
2017,MICHIGAN,SHIAWASSEE,Production,Tonnes,8792
2017,MICHIGAN,LAPEER,Area Harvested,Hectares,541.874554
2017,MICHIGAN,LAPEER,Production,Tonnes,32796
2017,MICHIGAN,ST CLAIR,Area Harvested,Hectares,668.541272
2017,MICHIGAN,ST CLAIR,Production,Tonnes,39806
2017,MINNESOTA,KANDIYOHI,Area Harvested,Hectares,7638.043564
2017,MINNESOTA,KANDIYOHI,Production,Tonnes,580961
2017,MINNESOTA,MCLEOD,Area Harvested,Hectares,706.986442
2017,MINNESOTA,MCLEOD,Production,Tonnes,56110
2017,MINNESOTA,MEEKER,Area Harvested,Hectares,903.663838
2017,MINNESOTA,MEEKER,Production,Tonnes,66716
2017,MINNESOTA,RENVILLE,Area Harvested,Hectares,18505.886094
2017,MINNESOTA,RENVILLE,Production,Tonnes,1299319
2017,MINNESOTA,SIBLEY,Area Harvested,Hectares,1195.037758
2017,MINNESOTA,SIBLEY,Production,Tonnes,86591
2017,MINNESOTA,STEARNS,Area Harvested,Hectares,1270.71404
2017,MINNESOTA,STEARNS,Production,Tonnes,94420
2017,MINNESOTA,BECKER,Area Harvested,Hectares,1822.705744
2017,MINNESOTA,BECKER,Production,Tonnes,137775
2017,MINNESOTA,CLAY,Area Harvested,Hectares,16266.35377
2017,MINNESOTA,CLAY,Production,Tonnes,1239757
2017,MINNESOTA,KITTSON,Area Harvested,Hectares,8769.54562
2017,MINNESOTA,KITTSON,Production,Tonnes,575467
2017,MINNESOTA,MAHNOMEN,Area Harvested,Hectares,1122.194278
2017,MINNESOTA,MAHNOMEN,Production,Tonnes,83090
2017,MINNESOTA,MARSHALL,Area Harvested,Hectares,16414.873532
2017,MINNESOTA,MARSHALL,Production,Tonnes,1116843
2017,MINNESOTA,NORMAN,Area Harvested,Hectares,16431.465658
2017,MINNESOTA,NORMAN,Production,Tonnes,1234341
2017,MINNESOTA,POLK,Area Harvested,Hectares,35207.682
2017,MINNESOTA,POLK,Production,Tonnes,2714375
2017,MINNESOTA,RED LAKE,Area Harvested,Hectares,604.196198
2017,MINNESOTA,RED LAKE,Production,Tonnes,44881
2017,MINNESOTA,LYON,Area Harvested,Hectares,204.771116
2017,MINNESOTA,LYON,Production,Tonnes,14438
2017,MINNESOTA,REDWOOD,Area Harvested,Hectares,2310.75706
2017,MINNESOTA,REDWOOD,Production,Tonnes,162528
2017,MINNESOTA,CHIPPEWA,Area Harvested,Hectares,12811.954074
2017,MINNESOTA,CHIPPEWA,Production,Tonnes,964940
2017,MINNESOTA,GRANT,Area Harvested,Hectares,4784.197892
2017,MINNESOTA,GRANT,Production,Tonnes,358332
2017,MINNESOTA,POPE,Area Harvested,Hectares,757.167506
2017,MINNESOTA,POPE,Production,Tonnes,53419
2017,MINNESOTA,STEVENS,Area Harvested,Hectares,2198.659038
2017,MINNESOTA,STEVENS,Production,Tonnes,164846
2017,MINNESOTA,SWIFT,Area Harvested,Hectares,2103.557828
2017,MINNESOTA,SWIFT,Production,Tonnes,152663
2017,MINNESOTA,TRAVERSE,Area Harvested,Hectares,2206.348072
2017,MINNESOTA,TRAVERSE,Production,Tonnes,158811
2017,MINNESOTA,WILKIN,Area Harvested,Hectares,15055.937944
2017,MINNESOTA,WILKIN,Production,Tonnes,1055343
2017,MINNESOTA,YELLOW MEDICINE,Area Harvested,Hectares,781.04398
2017,MINNESOTA,YELLOW MEDICINE,Production,Tonnes,48943
2017,MONTANA,DAWSON,Area Harvested,Hectares,1039.233648
2017,MONTANA,DAWSON,Production,Tonnes,78368
2017,MONTANA,RICHLAND,Area Harvested,Hectares,6870.758908
2017,MONTANA,RICHLAND,Production,Tonnes,544583
2017,MONTANA,ROOSEVELT,Area Harvested,Hectares,540.25581
2017,MONTANA,ROOSEVELT,Production,Tonnes,37745
2017,MONTANA,BIG HORN,Area Harvested,Hectares,2015.33628
2017,MONTANA,BIG HORN,Production,Tonnes,170351
2017,MONTANA,CARBON,Area Harvested,Hectares,1392.929212
2017,MONTANA,CARBON,Production,Tonnes,118372
2017,MONTANA,TREASURE,Area Harvested,Hectares,1780.6184
2017,MONTANA,TREASURE,Production,Tonnes,171988
2017,MONTANA,YELLOWSTONE,Area Harvested,Hectares,1894.739852
2017,MONTANA,YELLOWSTONE,Production,Tonnes,146210
2017,MONTANA,ROSEBUD,Area Harvested,Hectares,1134.334858
2017,MONTANA,ROSEBUD,Production,Tonnes,95428
2017,NEBRASKA,BOX BUTTE,Area Harvested,Hectares,8465.626434
2017,NEBRASKA,BOX BUTTE,Production,Tonnes,637448
2017,NEBRASKA,CHEYENNE,Area Harvested,Hectares,477.52948
2017,NEBRASKA,CHEYENNE,Production,Tonnes,35100
2017,NEBRASKA,MORRILL,Area Harvested,Hectares,2346.774114
2017,NEBRASKA,MORRILL,Production,Tonnes,172475
2017,NEBRASKA,SCOTTS BLUFF,Area Harvested,Hectares,3954.996278
2017,NEBRASKA,SCOTTS BLUFF,Production,Tonnes,328784
2017,NEBRASKA,SHERIDAN,Area Harvested,Hectares,2146.454544
2017,NEBRASKA,SHERIDAN,Production,Tonnes,113488
2017,NEBRASKA,SIOUX,Area Harvested,Hectares,348.839332
2017,NEBRASKA,SIOUX,Production,Tonnes,31194
2017,NORTH DAKOTA,CASS,Area Harvested,Hectares,7072.697222
2017,NORTH DAKOTA,CASS,Production,Tonnes,496702
2017,NORTH DAKOTA,TRAILL,Area Harvested,Hectares,11461.112206
2017,NORTH DAKOTA,TRAILL,Production,Tonnes,836255
2017,NORTH DAKOTA,GRAND FORKS,Area Harvested,Hectares,14331.145318
2017,NORTH DAKOTA,GRAND FORKS,Production,Tonnes,1043145
2017,NORTH DAKOTA,PEMBINA,Area Harvested,Hectares,21394.939448
2017,NORTH DAKOTA,PEMBINA,Production,Tonnes,1401486
2017,NORTH DAKOTA,WALSH,Area Harvested,Hectares,19905.694968
2017,NORTH DAKOTA,WALSH,Production,Tonnes,1444611
2017,NORTH DAKOTA,RICHLAND,Area Harvested,Hectares,11397.576504
2017,NORTH DAKOTA,RICHLAND,Production,Tonnes,874911
2017,NORTH DAKOTA,MCKENZIE,Area Harvested,Hectares,4462.067836
2017,NORTH DAKOTA,MCKENZIE,Production,Tonnes,341566
2017,OREGON,UNION,Area Harvested,Hectares,507.88093
2017,OREGON,UNION,Production,Tonnes,39531
2017,OREGON,MALHEUR,Area Harvested,Hectares,3301.833074
2017,OREGON,MALHEUR,Production,Tonnes,285099
2017,WASHINGTON,FRANKLIN,Area Harvested,Hectares,2.428116
2017,WASHINGTON,FRANKLIN,Production,Tonnes,300
2017,WYOMING,BIG HORN,Area Harvested,Hectares,3230.608338
2017,WYOMING,BIG HORN,Production,Tonnes,216019
2017,WYOMING,FREMONT,Area Harvested,Hectares,1203.94085
2017,WYOMING,FREMONT,Production,Tonnes,92765
2017,WYOMING,PARK,Area Harvested,Hectares,4143.98464
2017,WYOMING,PARK,Production,Tonnes,287677
2017,WYOMING,WASHAKIE,Area Harvested,Hectares,1986.198888
2017,WYOMING,WASHAKIE,Production,Tonnes,154987
2017,WYOMING,PLATTE,Area Harvested,Hectares,906.901326
2017,WYOMING,PLATTE,Production,Tonnes,71884
2012,CALIFORNIA,IMPERIAL,Production,Tonnes,1169409
2012,COLORADO,PHILLIPS,Area Harvested,Hectares,753.930018
2012,COLORADO,PHILLIPS,Production,Tonnes,59358
2012,COLORADO,WASHINGTON,Area Harvested,Hectares,312.822278
2012,COLORADO,WASHINGTON,Production,Tonnes,25003
2012,COLORADO,YUMA,Area Harvested,Hectares,2375.911506
2012,COLORADO,YUMA,Production,Tonnes,193290
2012,COLORADO,LARIMER,Area Harvested,Hectares,1342.748148
2012,COLORADO,LARIMER,Production,Tonnes,95048
2012,COLORADO,LOGAN,Area Harvested,Hectares,1362.577762
2012,COLORADO,LOGAN,Production,Tonnes,103863
2012,COLORADO,MORGAN,Area Harvested,Hectares,486.432572
2012,COLORADO,MORGAN,Production,Tonnes,37596
2012,COLORADO,SEDGWICK,Area Harvested,Hectares,595.697792
2012,COLORADO,SEDGWICK,Production,Tonnes,42697
2012,COLORADO,WELD,Area Harvested,Hectares,4682.21702
2012,COLORADO,WELD,Production,Tonnes,347327
2012,IDAHO,BINGHAM,Area Harvested,Hectares,10319.088314
2012,IDAHO,BINGHAM,Production,Tonnes,905491
2012,IDAHO,POWER,Area Harvested,Hectares,6988.92722
2012,IDAHO,POWER,Production,Tonnes,626533
2012,IDAHO,CASSIA,Area Harvested,Hectares,14892.040114
2012,IDAHO,CASSIA,Production,Tonnes,1252261
2012,IDAHO,GOODING,Area Harvested,Hectares,1335.4638
2012,IDAHO,GOODING,Production,Tonnes,126602
2012,IDAHO,JEROME,Area Harvested,Hectares,5349.544234
2012,IDAHO,JEROME,Production,Tonnes,464575
2012,IDAHO,LINCOLN,Area Harvested,Hectares,2249.649474
2012,IDAHO,LINCOLN,Production,Tonnes,179683
2012,IDAHO,MINIDOKA,Area Harvested,Hectares,19526.504186
2012,IDAHO,MINIDOKA,Production,Tonnes,1625559
2012,IDAHO,TWIN FALLS,Area Harvested,Hectares,3543.02593
2012,IDAHO,TWIN FALLS,Production,Tonnes,303667
2012,IDAHO,ADA,Area Harvested,Hectares,781.04398
2012,IDAHO,ADA,Production,Tonnes,77101
2012,IDAHO,CANYON,Area Harvested,Hectares,3814.974922
2012,IDAHO,CANYON,Production,Tonnes,367709
2012,IDAHO,ELMORE,Area Harvested,Hectares,1964.75053
2012,IDAHO,ELMORE,Production,Tonnes,177379
2012,IDAHO,GEM,Area Harvested,Hectares,196.677396
2012,IDAHO,GEM,Production,Tonnes,17748
2012,IDAHO,OWYHEE,Area Harvested,Hectares,2245.602614
2012,IDAHO,OWYHEE,Production,Tonnes,211521
2012,IDAHO,PAYETTE,Area Harvested,Hectares,703.748954
2012,IDAHO,PAYETTE,Production,Tonnes,67476
2012,IDAHO,WASHINGTON,Area Harvested,Hectares,757.572192
2012,IDAHO,WASHINGTON,Production,Tonnes,70834
2012,MICHIGAN,GRATIOT,Area Harvested,Hectares,4337.829234
2012,MICHIGAN,GRATIOT,Production,Tonnes,266775
2012,MICHIGAN,MIDLAND,Area Harvested,Hectares,1053.802344
2012,MICHIGAN,MIDLAND,Production,Tonnes,78616
2012,MICHIGAN,MONTCALM,Area Harvested,Hectares,294.206722
2012,MICHIGAN,MONTCALM,Production,Tonnes,19858
2012,MICHIGAN,ARENAC,Area Harvested,Hectares,1156.997274
2012,MICHIGAN,ARENAC,Production,Tonnes,74109
2012,MICHIGAN,BAY,Area Harvested,Hectares,6136.253818
2012,MICHIGAN,BAY,Production,Tonnes,417341
2012,MICHIGAN,HURON,Area Harvested,Hectares,22532.107108
2012,MICHIGAN,HURON,Production,Tonnes,1551457
2012,MICHIGAN,SAGINAW,Area Harvested,Hectares,6755.018712
2012,MICHIGAN,SAGINAW,Production,Tonnes,495954
2012,MICHIGAN,SANILAC,Area Harvested,Hectares,10495.53141
2012,MICHIGAN,SANILAC,Production,Tonnes,757588
2012,MICHIGAN,TUSCOLA,Area Harvested,Hectares,7292.44172
2012,MICHIGAN,TUSCOLA,Production,Tonnes,545173
2012,MICHIGAN,IOSCO,Area Harvested,Hectares,60.7029
2012,MICHIGAN,IOSCO,Production,Tonnes,3778
2012,MICHIGAN,CLINTON,Area Harvested,Hectares,650.735088
2012,MICHIGAN,CLINTON,Production,Tonnes,45505
2012,MICHIGAN,SHIAWASSEE,Area Harvested,Hectares,515.165278
2012,MICHIGAN,SHIAWASSEE,Production,Tonnes,35351
2012,MICHIGAN,LAPEER,Area Harvested,Hectares,747.859728
2012,MICHIGAN,LAPEER,Production,Tonnes,46791
2012,MICHIGAN,ST CLAIR,Area Harvested,Hectares,458.509238
2012,MICHIGAN,ST CLAIR,Production,Tonnes,33390
2012,MINNESOTA,KANDIYOHI,Area Harvested,Hectares,7476.57385
2012,MINNESOTA,KANDIYOHI,Production,Tonnes,504021
2012,MINNESOTA,MEEKER,Area Harvested,Hectares,271.544306
2012,MINNESOTA,MEEKER,Production,Tonnes,17476
2012,MINNESOTA,RENVILLE,Area Harvested,Hectares,20203.543864
2012,MINNESOTA,RENVILLE,Production,Tonnes,1359641
2012,MINNESOTA,SIBLEY,Area Harvested,Hectares,1098.72249
2012,MINNESOTA,SIBLEY,Production,Tonnes,68260
2012,MINNESOTA,STEARNS,Area Harvested,Hectares,1335.868486
2012,MINNESOTA,STEARNS,Production,Tonnes,91688
2012,MINNESOTA,BECKER,Area Harvested,Hectares,2892.290842
2012,MINNESOTA,BECKER,Production,Tonnes,188226
2012,MINNESOTA,CLAY,Area Harvested,Hectares,18269.954156
2012,MINNESOTA,CLAY,Production,Tonnes,1141243
2012,MINNESOTA,KITTSON,Area Harvested,Hectares,10936.234464
2012,MINNESOTA,KITTSON,Production,Tonnes,595343
2012,MINNESOTA,MAHNOMEN,Area Harvested,Hectares,1188.158096
2012,MINNESOTA,MAHNOMEN,Production,Tonnes,70191
2012,MINNESOTA,MARSHALL,Area Harvested,Hectares,18584.395178
2012,MINNESOTA,MARSHALL,Production,Tonnes,1141390
2012,MINNESOTA,NORMAN,Area Harvested,Hectares,19218.53814
2012,MINNESOTA,NORMAN,Production,Tonnes,1151940
2012,MINNESOTA,POLK,Area Harvested,Hectares,40051.77342
2012,MINNESOTA,POLK,Production,Tonnes,2697301
2012,MINNESOTA,RED LAKE,Area Harvested,Hectares,435.846822
2012,MINNESOTA,RED LAKE,Production,Tonnes,27223
2012,MINNESOTA,REDWOOD,Area Harvested,Hectares,2523.621896
2012,MINNESOTA,REDWOOD,Production,Tonnes,138072
2012,MINNESOTA,CHIPPEWA,Area Harvested,Hectares,12439.238268
2012,MINNESOTA,CHIPPEWA,Production,Tonnes,760760
2012,MINNESOTA,GRANT,Area Harvested,Hectares,5202.643216
2012,MINNESOTA,GRANT,Production,Tonnes,349610
2012,MINNESOTA,OTTER TAIL,Area Harvested,Hectares,984.601038
2012,MINNESOTA,OTTER TAIL,Production,Tonnes,46413
2012,MINNESOTA,POPE,Area Harvested,Hectares,511.118418
2012,MINNESOTA,POPE,Production,Tonnes,33215
2012,MINNESOTA,STEVENS,Area Harvested,Hectares,1992.269178
2012,MINNESOTA,STEVENS,Production,Tonnes,136972
2012,MINNESOTA,SWIFT,Area Harvested,Hectares,2270.693146
2012,MINNESOTA,SWIFT,Production,Tonnes,144847
2012,MINNESOTA,TRAVERSE,Area Harvested,Hectares,4003.153912
2012,MINNESOTA,TRAVERSE,Production,Tonnes,255624
2012,MINNESOTA,WILKIN,Area Harvested,Hectares,20306.334108
2012,MINNESOTA,WILKIN,Production,Tonnes,1252129
2012,MINNESOTA,YELLOW MEDICINE,Area Harvested,Hectares,1110.053698
2012,MINNESOTA,YELLOW MEDICINE,Production,Tonnes,54364
2012,MONTANA,DAWSON,Area Harvested,Hectares,919.041906
2012,MONTANA,DAWSON,Production,Tonnes,57631
2012,MONTANA,RICHLAND,Area Harvested,Hectares,6756.23277
2012,MONTANA,RICHLAND,Production,Tonnes,461173
2012,MONTANA,ROOSEVELT,Area Harvested,Hectares,360.17054
2012,MONTANA,ROOSEVELT,Production,Tonnes,17813
2012,MONTANA,BIG HORN,Area Harvested,Hectares,2911.71577
2012,MONTANA,BIG HORN,Production,Tonnes,210040
2012,MONTANA,CARBON,Area Harvested,Hectares,1218.509546
2012,MONTANA,CARBON,Production,Tonnes,74350
2012,MONTANA,TREASURE,Area Harvested,Hectares,1557.636414
2012,MONTANA,TREASURE,Production,Tonnes,120891
2012,MONTANA,YELLOWSTONE,Area Harvested,Hectares,3067.115194
2012,MONTANA,YELLOWSTONE,Production,Tonnes,205323
2012,MONTANA,PRAIRIE,Area Harvested,Hectares,507.071558
2012,MONTANA,PRAIRIE,Production,Tonnes,32997
2012,MONTANA,ROSEBUD,Area Harvested,Hectares,1039.233648
2012,MONTANA,ROSEBUD,Production,Tonnes,73081
2012,NEBRASKA,BOX BUTTE,Area Harvested,Hectares,9563.134866
2012,NEBRASKA,BOX BUTTE,Production,Tonnes,642317
2012,NEBRASKA,KIMBALL,Area Harvested,Hectares,943.727752
2012,NEBRASKA,KIMBALL,Production,Tonnes,73560
2012,NEBRASKA,MORRILL,Area Harvested,Hectares,2906.859538
2012,NEBRASKA,MORRILL,Production,Tonnes,208268
2012,NEBRASKA,SCOTTS BLUFF,Area Harvested,Hectares,4903.175576
2012,NEBRASKA,SCOTTS BLUFF,Production,Tonnes,331361
2012,NEBRASKA,SHERIDAN,Area Harvested,Hectares,830.010986
2012,NEBRASKA,SHERIDAN,Production,Tonnes,63817
2012,NORTH DAKOTA,CASS,Area Harvested,Hectares,8461.579574
2012,NORTH DAKOTA,CASS,Production,Tonnes,520869
2012,NORTH DAKOTA,TRAILL,Area Harvested,Hectares,11004.626398
2012,NORTH DAKOTA,TRAILL,Production,Tonnes,737373
2012,NORTH DAKOTA,GRAND FORKS,Area Harvested,Hectares,12064.499032
2012,NORTH DAKOTA,GRAND FORKS,Production,Tonnes,813059
2012,NORTH DAKOTA,PEMBINA,Area Harvested,Hectares,24482.288942
2012,NORTH DAKOTA,PEMBINA,Production,Tonnes,1596501
2012,NORTH DAKOTA,WALSH,Area Harvested,Hectares,18120.625022
2012,NORTH DAKOTA,WALSH,Production,Tonnes,1164446
2012,NORTH DAKOTA,WILLIAMS,Area Harvested,Hectares,915.804418
2012,NORTH DAKOTA,WILLIAMS,Production,Tonnes,63971
2012,NORTH DAKOTA,LA MOURE,Area Harvested,Hectares,716.29422
2012,NORTH DAKOTA,LA MOURE,Production,Tonnes,52785
2012,NORTH DAKOTA,RICHLAND,Area Harvested,Hectares,13099.281134
2012,NORTH DAKOTA,RICHLAND,Production,Tonnes,849862
2012,NORTH DAKOTA,MCKENZIE,Area Harvested,Hectares,3035.549686
2012,NORTH DAKOTA,MCKENZIE,Production,Tonnes,214567
2012,OREGON,MALHEUR,Area Harvested,Hectares,3835.613908
2012,OREGON,MALHEUR,Production,Tonnes,357388
2012,VERMONT,ADDISON,Area Harvested,Hectares,2.428116
2012,VERMONT,ADDISON,Production,Tonnes,48
2012,WYOMING,BIG HORN,Area Harvested,Hectares,3002.77012
2012,WYOMING,BIG HORN,Production,Tonnes,206850
2012,WYOMING,FREMONT,Area Harvested,Hectares,545.516728
2012,WYOMING,FREMONT,Production,Tonnes,33672
2012,WYOMING,PARK,Area Harvested,Hectares,5309.075634
2012,WYOMING,PARK,Production,Tonnes,364368
2012,WYOMING,WASHAKIE,Area Harvested,Hectares,2205.5387
2012,WYOMING,WASHAKIE,Production,Tonnes,164297
2012,WYOMING,PLATTE,Area Harvested,Hectares,867.242098
2012,WYOMING,PLATTE,Production,Tonnes,55763
2007,CALIFORNIA,FRESNO,Area Harvested,Hectares,4323.260538
2007,CALIFORNIA,FRESNO,Production,Tonnes,359531
2007,CALIFORNIA,KERN,Area Harvested,Hectares,766.87997
2007,CALIFORNIA,KERN,Production,Tonnes,64956
2007,CALIFORNIA,KINGS,Area Harvested,Hectares,664.899098
2007,CALIFORNIA,KINGS,Production,Tonnes,42229
2007,CALIFORNIA,MADERA,Area Harvested,Hectares,172.396236
2007,CALIFORNIA,MADERA,Production,Tonnes,12291
2007,CALIFORNIA,MERCED,Area Harvested,Hectares,760.000308
2007,CALIFORNIA,MERCED,Production,Tonnes,60484
2007,CALIFORNIA,SAN JOAQUIN,Area Harvested,Hectares,252.92875
2007,CALIFORNIA,SAN JOAQUIN,Production,Tonnes,19375
2007,CALIFORNIA,IMPERIAL,Area Harvested,Hectares,10332.442952
2007,CALIFORNIA,IMPERIAL,Production,Tonnes,970282
2007,COLORADO,PHILLIPS,Area Harvested,Hectares,1268.69061
2007,COLORADO,PHILLIPS,Production,Tonnes,60983
2007,COLORADO,WASHINGTON,Area Harvested,Hectares,183.322758
2007,COLORADO,WASHINGTON,Production,Tonnes,12950
2007,COLORADO,YUMA,Area Harvested,Hectares,2119.340582
2007,COLORADO,YUMA,Production,Tonnes,155600
2007,COLORADO,LARIMER,Area Harvested,Hectares,827.58287
2007,COLORADO,LARIMER,Production,Tonnes,52919
2007,COLORADO,LOGAN,Area Harvested,Hectares,1406.28385
2007,COLORADO,LOGAN,Production,Tonnes,82359
2007,COLORADO,MORGAN,Area Harvested,Hectares,729.648858
2007,COLORADO,MORGAN,Production,Tonnes,46703
2007,COLORADO,SEDGWICK,Area Harvested,Hectares,234.71788
2007,COLORADO,SEDGWICK,Production,Tonnes,14203
2007,COLORADO,WELD,Area Harvested,Hectares,4684.24045
2007,COLORADO,WELD,Production,Tonnes,315352
2007,COLORADO,COSTILLA,Area Harvested,Hectares,1.214058
2007,COLORADO,COSTILLA,Production,Tonnes,30
2007,IDAHO,BINGHAM,Area Harvested,Hectares,8102.623092
2007,IDAHO,BINGHAM,Production,Tonnes,716728
2007,IDAHO,POWER,Area Harvested,Hectares,6204.241066
2007,IDAHO,POWER,Production,Tonnes,539546
2007,IDAHO,CASSIA,Area Harvested,Hectares,11635.127186
2007,IDAHO,CASSIA,Production,Tonnes,1004846
2007,IDAHO,GOODING,Area Harvested,Hectares,769.712772
2007,IDAHO,GOODING,Production,Tonnes,64385
2007,IDAHO,JEROME,Area Harvested,Hectares,4239.08585
2007,IDAHO,JEROME,Production,Tonnes,360797
2007,IDAHO,LINCOLN,Area Harvested,Hectares,2596.465376
2007,IDAHO,LINCOLN,Production,Tonnes,204301
2007,IDAHO,MINIDOKA,Area Harvested,Hectares,17929.208544
2007,IDAHO,MINIDOKA,Production,Tonnes,1454168
2007,IDAHO,TWIN FALLS,Area Harvested,Hectares,4065.07087
2007,IDAHO,TWIN FALLS,Production,Tonnes,326264
2007,IDAHO,ADA,Area Harvested,Hectares,799.659536
2007,IDAHO,ADA,Production,Tonnes,66363
2007,IDAHO,CANYON,Area Harvested,Hectares,3532.504094
2007,IDAHO,CANYON,Production,Tonnes,326651
2007,IDAHO,ELMORE,Area Harvested,Hectares,4216.018748
2007,IDAHO,ELMORE,Production,Tonnes,386247
2007,IDAHO,OWYHEE,Area Harvested,Hectares,971.651086
2007,IDAHO,OWYHEE,Production,Tonnes,83739
2007,IDAHO,PAYETTE,Area Harvested,Hectares,553.205762
2007,IDAHO,PAYETTE,Production,Tonnes,48987
2007,MICHIGAN,GLADWIN,Area Harvested,Hectares,384.856386
2007,MICHIGAN,GLADWIN,Production,Tonnes,17253
2007,MICHIGAN,GRATIOT,Area Harvested,Hectares,4227.349956
2007,MICHIGAN,GRATIOT,Production,Tonnes,220324
2007,MICHIGAN,MIDLAND,Area Harvested,Hectares,1386.858922
2007,MICHIGAN,MIDLAND,Production,Tonnes,73274
2007,MICHIGAN,MONTCALM,Area Harvested,Hectares,222.5773
2007,MICHIGAN,MONTCALM,Production,Tonnes,12321
2007,MICHIGAN,ARENAC,Area Harvested,Hectares,1456.464914
2007,MICHIGAN,ARENAC,Production,Tonnes,66762
2007,MICHIGAN,BAY,Area Harvested,Hectares,5840.833038
2007,MICHIGAN,BAY,Production,Tonnes,295512
2007,MICHIGAN,HURON,Area Harvested,Hectares,21343.13964
2007,MICHIGAN,HURON,Production,Tonnes,1294024
2007,MICHIGAN,SAGINAW,Area Harvested,Hectares,7137.042296
2007,MICHIGAN,SAGINAW,Production,Tonnes,451012
2007,MICHIGAN,SANILAC,Area Harvested,Hectares,7547.3939
2007,MICHIGAN,SANILAC,Production,Tonnes,410662
2007,MICHIGAN,TUSCOLA,Area Harvested,Hectares,8277.85213
2007,MICHIGAN,TUSCOLA,Production,Tonnes,539230
2007,MICHIGAN,CLINTON,Area Harvested,Hectares,922.68408
2007,MICHIGAN,CLINTON,Production,Tonnes,45700
