Year,State,County,Measurement,Unit,Value
1991,MICHIGAN,SANILAC,Yield,kg / ha,31629.4656
1991,MICHIGAN,TUSCOLA,Area Harvested,Hectares,14892.4448
1991,MICHIGAN,TUSCOLA,Production,Tonnes,535000
1991,MICHIGAN,TUSCOLA,Yield,kg / ha,35830.254
1991,MICHIGAN,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,121.4058
1991,MICHIGAN,OTHER (COMBINED) COUNTIES,Production,Tonnes,4000
1991,MICHIGAN,OTHER (COMBINED) COUNTIES,Yield,kg / ha,32864.9916
1991,MICHIGAN,LENAWEE,Area Harvested,Hectares,1193.8237
1991,MICHIGAN,LENAWEE,Production,Tonnes,46000
1991,MICHIGAN,LENAWEE,Yield,kg / ha,38548.4112
1991,MICHIGAN,MONROE,Area Harvested,Hectares,809.372
1991,MICHIGAN,MONROE,Production,Tonnes,22300
1991,MICHIGAN,MONROE,Yield,kg / ha,27675.7824
1991,MICHIGAN,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,141.6401
1991,MICHIGAN,OTHER (COMBINED) COUNTIES,Production,Tonnes,5700
1991,MICHIGAN,OTHER (COMBINED) COUNTIES,Yield,kg / ha,40278.1476
1991,MICHIGAN,ST CLAIR,Area Harvested,Hectares,566.5604
1991,MICHIGAN,ST CLAIR,Production,Tonnes,21000
1991,MICHIGAN,ST CLAIR,Yield,kg / ha,37065.78
1991,MINNESOTA,KANDIYOHI,Area Harvested,Hectares,3520.7682
1991,MINNESOTA,KANDIYOHI,Production,Tonnes,152000
1991,MINNESOTA,KANDIYOHI,Yield,kg / ha,43243.41
1991,MINNESOTA,MCLEOD,Area Harvested,Hectares,687.9662
1991,MINNESOTA,MCLEOD,Production,Tonnes,30000
1991,MINNESOTA,MCLEOD,Yield,kg / ha,43490.5152
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,323.7488
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,11000
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,34100.5176
1991,MINNESOTA,RENVILLE,Area Harvested,Hectares,12342.923
1991,MINNESOTA,RENVILLE,Production,Tonnes,446000
1991,MINNESOTA,RENVILLE,Yield,kg / ha,36077.3592
1991,MINNESOTA,SIBLEY,Area Harvested,Hectares,687.9662
1991,MINNESOTA,SIBLEY,Production,Tonnes,30000
1991,MINNESOTA,SIBLEY,Yield,kg / ha,43490.5152
1991,MINNESOTA,CLAY,Area Harvested,Hectares,24078.817
1991,MINNESOTA,CLAY,Production,Tonnes,1071000
1991,MINNESOTA,CLAY,Yield,kg / ha,44478.936
1991,MINNESOTA,KITTSON,Area Harvested,Hectares,8741.2176
1991,MINNESOTA,KITTSON,Production,Tonnes,384000
1991,MINNESOTA,KITTSON,Yield,kg / ha,43984.7256
1991,MINNESOTA,MARSHALL,Area Harvested,Hectares,10805.1162
1991,MINNESOTA,MARSHALL,Production,Tonnes,504000
1991,MINNESOTA,MARSHALL,Yield,kg / ha,46702.8828
1991,MINNESOTA,NORMAN,Area Harvested,Hectares,14002.1356
1991,MINNESOTA,NORMAN,Production,Tonnes,624000
1991,MINNESOTA,NORMAN,Yield,kg / ha,44478.936
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,566.5604
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,30000
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,52880.5128
1991,MINNESOTA,POLK,Area Harvested,Hectares,38485.6386
1991,MINNESOTA,POLK,Production,Tonnes,1428000
1991,MINNESOTA,POLK,Yield,kg / ha,37065.78
1991,MINNESOTA,RED LAKE,Area Harvested,Hectares,445.1546
1991,MINNESOTA,RED LAKE,Production,Tonnes,20000
1991,MINNESOTA,RED LAKE,Yield,kg / ha,44973.1464
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,485.6232
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,17000
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,35088.9384
1991,MINNESOTA,CHIPPEWA,Area Harvested,Hectares,10521.836
1991,MINNESOTA,CHIPPEWA,Production,Tonnes,475000
1991,MINNESOTA,CHIPPEWA,Yield,kg / ha,45220.2516
1991,MINNESOTA,GRANT,Area Harvested,Hectares,2832.802
1991,MINNESOTA,GRANT,Production,Tonnes,130000
1991,MINNESOTA,GRANT,Yield,kg / ha,45961.5672
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,202.343
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Production,Tonnes,7000
1991,MINNESOTA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,34594.728
1991,MINNESOTA,OTTER TAIL,Area Harvested,Hectares,849.8406
1991,MINNESOTA,OTTER TAIL,Production,Tonnes,39000
1991,MINNESOTA,OTTER TAIL,Yield,kg / ha,45961.5672
1991,MINNESOTA,STEVENS,Area Harvested,Hectares,404.686
1991,MINNESOTA,STEVENS,Production,Tonnes,20000
1991,MINNESOTA,STEVENS,Yield,kg / ha,49421.04
1991,MINNESOTA,SWIFT,Area Harvested,Hectares,2266.2416
1991,MINNESOTA,SWIFT,Production,Tonnes,96000
1991,MINNESOTA,SWIFT,Yield,kg / ha,42254.9892
1991,MINNESOTA,TRAVERSE,Area Harvested,Hectares,2225.773
1991,MINNESOTA,TRAVERSE,Production,Tonnes,91000
1991,MINNESOTA,TRAVERSE,Yield,kg / ha,40772.358
1991,MINNESOTA,WILKIN,Area Harvested,Hectares,11574.0196
1991,MINNESOTA,WILKIN,Production,Tonnes,533000
1991,MINNESOTA,WILKIN,Yield,kg / ha,45961.5672
1991,MINNESOTA,YELLOW MEDICINE,Area Harvested,Hectares,809.372
1991,MINNESOTA,YELLOW MEDICINE,Production,Tonnes,32000
1991,MINNESOTA,YELLOW MEDICINE,Yield,kg / ha,39536.832
1991,MONTANA,DAWSON,Area Harvested,Hectares,1371.88554
1991,MONTANA,DAWSON,Production,Tonnes,90200
1991,MONTANA,DAWSON,Yield,kg / ha,65729.9832
1991,MONTANA,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,416.82658
1991,MONTANA,OTHER (COMBINED) COUNTIES,Production,Tonnes,18400
1991,MONTANA,OTHER (COMBINED) COUNTIES,Yield,kg / ha,44231.8308
1991,MONTANA,RICHLAND,Area Harvested,Hectares,6859.4277
1991,MONTANA,RICHLAND,Production,Tonnes,410000
1991,MONTANA,RICHLAND,Yield,kg / ha,59799.4584
1991,MONTANA,BIG HORN,Area Harvested,Hectares,3031.09814
1991,MONTANA,BIG HORN,Production,Tonnes,183400
1991,MONTANA,BIG HORN,Yield,kg / ha,60540.774
1991,MONTANA,CARBON,Area Harvested,Hectares,2707.34934
1991,MONTANA,CARBON,Production,Tonnes,153200
1991,MONTANA,CARBON,Yield,kg / ha,56587.0908
1991,MONTANA,STILLWATER,Area Harvested,Hectares,319.70194
1991,MONTANA,STILLWATER,Production,Tonnes,16100
1991,MONTANA,STILLWATER,Yield,kg / ha,50409.4608
1991,MONTANA,TREASURE,Area Harvested,Hectares,1667.30632
1991,MONTANA,TREASURE,Production,Tonnes,87400
1991,MONTANA,TREASURE,Yield,kg / ha,52386.3024
1991,MONTANA,YELLOWSTONE,Area Harvested,Hectares,3743.3455
1991,MONTANA,YELLOWSTONE,Production,Tonnes,199800
1991,MONTANA,YELLOWSTONE,Yield,kg / ha,53374.7232
1991,MONTANA,CUSTER,Area Harvested,Hectares,607.029
1991,MONTANA,CUSTER,Production,Tonnes,35500
1991,MONTANA,CUSTER,Yield,kg / ha,58563.9324
1991,MONTANA,PRAIRIE,Area Harvested,Hectares,1218.10486
1991,MONTANA,PRAIRIE,Production,Tonnes,71600
1991,MONTANA,PRAIRIE,Yield,kg / ha,58811.0376
1991,MONTANA,ROSEBUD,Area Harvested,Hectares,841.74688
1991,MONTANA,ROSEBUD,Production,Tonnes,46400
1991,MONTANA,ROSEBUD,Yield,kg / ha,55104.4596
1991,NEBRASKA,BANNER,Area Harvested,Hectares,809.372
1991,NEBRASKA,BANNER,Production,Tonnes,32500
1991,NEBRASKA,BANNER,Yield,kg / ha,40278.1476
1991,NEBRASKA,BOX BUTTE,Area Harvested,Hectares,9145.9036
1991,NEBRASKA,BOX BUTTE,Production,Tonnes,391000
1991,NEBRASKA,BOX BUTTE,Yield,kg / ha,42749.1996
1991,NEBRASKA,CHEYENNE,Area Harvested,Hectares,1011.715
1991,NEBRASKA,CHEYENNE,Production,Tonnes,36200
1991,NEBRASKA,CHEYENNE,Yield,kg / ha,35830.254
1991,NEBRASKA,KIMBALL,Area Harvested,Hectares,323.7488
1991,NEBRASKA,KIMBALL,Production,Tonnes,15500
1991,NEBRASKA,KIMBALL,Yield,kg / ha,47938.4088
1991,NEBRASKA,MORRILL,Area Harvested,Hectares,3965.9228
1991,NEBRASKA,MORRILL,Production,Tonnes,212000
1991,NEBRASKA,MORRILL,Yield,kg / ha,53374.7232
1991,NEBRASKA,SCOTTS BLUFF,Area Harvested,Hectares,15054.3192
1991,NEBRASKA,SCOTTS BLUFF,Production,Tonnes,825600
1991,NEBRASKA,SCOTTS BLUFF,Yield,kg / ha,54857.3544
1991,NEBRASKA,SIOUX,Area Harvested,Hectares,1294.9952
1991,NEBRASKA,SIOUX,Production,Tonnes,65200
1991,NEBRASKA,SIOUX,Yield,kg / ha,50409.4608
1991,NEW MEXICO,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,283.2802
1991,NEW MEXICO,OTHER (COMBINED) COUNTIES,Production,Tonnes,12250
1991,NEW MEXICO,OTHER (COMBINED) COUNTIES,Yield,kg / ha,43243.41
1991,NORTH DAKOTA,CASS,Area Harvested,Hectares,8660.2804
1991,NORTH DAKOTA,CASS,Production,Tonnes,357500
1991,NORTH DAKOTA,CASS,Yield,kg / ha,41266.5684
1991,NORTH DAKOTA,STEELE,Area Harvested,Hectares,242.8116
1991,NORTH DAKOTA,STEELE,Production,Tonnes,11000
1991,NORTH DAKOTA,STEELE,Yield,kg / ha,45220.2516
1991,NORTH DAKOTA,TRAILL,Area Harvested,Hectares,14002.1356
1991,NORTH DAKOTA,TRAILL,Production,Tonnes,540400
1991,NORTH DAKOTA,TRAILL,Yield,kg / ha,38548.4112
1991,NORTH DAKOTA,GRAND FORKS,Area Harvested,Hectares,8538.8746
1991,NORTH DAKOTA,GRAND FORKS,Production,Tonnes,406200
1991,NORTH DAKOTA,GRAND FORKS,Yield,kg / ha,47691.3036
1991,NORTH DAKOTA,PEMBINA,Area Harvested,Hectares,19141.6478
1991,NORTH DAKOTA,PEMBINA,Production,Tonnes,912400
1991,NORTH DAKOTA,PEMBINA,Yield,kg / ha,47691.3036
1991,NORTH DAKOTA,WALSH,Area Harvested,Hectares,13192.7636
1991,NORTH DAKOTA,WALSH,Production,Tonnes,631600
1991,NORTH DAKOTA,WALSH,Yield,kg / ha,47938.4088
1991,NORTH DAKOTA,WILLIAMS,Area Harvested,Hectares,1740.1498
1991,NORTH DAKOTA,WILLIAMS,Production,Tonnes,92300
1991,NORTH DAKOTA,WILLIAMS,Yield,kg / ha,53127.618
1991,NORTH DAKOTA,RICHLAND,Area Harvested,Hectares,9226.8408
1991,NORTH DAKOTA,RICHLAND,Production,Tonnes,423200
1991,NORTH DAKOTA,RICHLAND,Yield,kg / ha,45961.5672
1991,NORTH DAKOTA,MCKENZIE,Area Harvested,Hectares,3723.1112
1991,NORTH DAKOTA,MCKENZIE,Production,Tonnes,193400
1991,NORTH DAKOTA,MCKENZIE,Yield,kg / ha,51892.092
1991,OHIO,ERIE,Area Harvested,Hectares,611.07586
1991,OHIO,ERIE,Production,Tonnes,29900
1991,OHIO,ERIE,Yield,kg / ha,48926.8296
1991,OHIO,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,226.62416
1991,OHIO,OTHER (COMBINED) COUNTIES,Production,Tonnes,8900
1991,OHIO,OTHER (COMBINED) COUNTIES,Yield,kg / ha,39289.7268
1991,OHIO,OTTAWA,Area Harvested,Hectares,687.9662
1991,OHIO,OTTAWA,Production,Tonnes,29400
1991,OHIO,OTTAWA,Yield,kg / ha,42749.1996
1991,OHIO,SANDUSKY,Area Harvested,Hectares,3168.69138
1991,OHIO,SANDUSKY,Production,Tonnes,130400
1991,OHIO,SANDUSKY,Yield,kg / ha,41266.5684
1991,OHIO,SENECA,Area Harvested,Hectares,1323.32322
1991,OHIO,SENECA,Production,Tonnes,50600
1991,OHIO,SENECA,Yield,kg / ha,38301.306
1991,OHIO,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,878.16862
1991,OHIO,OTHER (COMBINED) COUNTIES,Production,Tonnes,30100
1991,OHIO,OTHER (COMBINED) COUNTIES,Yield,kg / ha,34347.6228
1991,OHIO,WOOD,Area Harvested,Hectares,522.04494
1991,OHIO,WOOD,Production,Tonnes,13100
1991,OHIO,WOOD,Yield,kg / ha,25204.7304
1991,OHIO,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,68.79662
1991,OHIO,OTHER (COMBINED) COUNTIES,Production,Tonnes,3600
1991,OHIO,OTHER (COMBINED) COUNTIES,Yield,kg / ha,52386.3024
1991,OREGON,KLAMATH,Area Harvested,Hectares,890.3092
1991,OREGON,KLAMATH,Production,Tonnes,33000
1991,OREGON,KLAMATH,Yield,kg / ha,37065.78
1991,OREGON,MALHEUR,Area Harvested,Hectares,6636.8504
1991,OREGON,MALHEUR,Production,Tonnes,492000
1991,OREGON,MALHEUR,Yield,kg / ha,74131.56
1991,TEXAS,CASTRO,Area Harvested,Hectares,4856.232
1991,TEXAS,CASTRO,Production,Tonnes,261100
1991,TEXAS,CASTRO,Yield,kg / ha,53868.9336
1991,TEXAS,DEAF SMITH,Area Harvested,Hectares,4249.203
1991,TEXAS,DEAF SMITH,Production,Tonnes,211500
1991,TEXAS,DEAF SMITH,Yield,kg / ha,49668.1452
1991,TEXAS,HALE,Area Harvested,Hectares,485.6232
1991,TEXAS,HALE,Production,Tonnes,31300
1991,TEXAS,HALE,Yield,kg / ha,64494.4572
1991,TEXAS,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,364.2174
1991,TEXAS,OTHER (COMBINED) COUNTIES,Production,Tonnes,18900
1991,TEXAS,OTHER (COMBINED) COUNTIES,Yield,kg / ha,51892.092
1991,TEXAS,PARMER,Area Harvested,Hectares,1335.4638
1991,TEXAS,PARMER,Production,Tonnes,79700
1991,TEXAS,PARMER,Yield,kg / ha,59799.4584
1991,TEXAS,SWISHER,Area Harvested,Hectares,971.2464
1991,TEXAS,SWISHER,Production,Tonnes,65000
1991,TEXAS,SWISHER,Yield,kg / ha,66965.5092
1991,WYOMING,BIG HORN,Area Harvested,Hectares,6050.0557
1991,WYOMING,BIG HORN,Production,Tonnes,292700
1991,WYOMING,BIG HORN,Yield,kg / ha,48432.6192
1991,WYOMING,FREMONT,Area Harvested,Hectares,1545.90052
1991,WYOMING,FREMONT,Production,Tonnes,80400
1991,WYOMING,FREMONT,Yield,kg / ha,51892.092
1991,WYOMING,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,72.84348
1991,WYOMING,OTHER (COMBINED) COUNTIES,Production,Tonnes,3700
1991,WYOMING,OTHER (COMBINED) COUNTIES,Yield,kg / ha,50903.6712
1991,WYOMING,PARK,Area Harvested,Hectares,6729.92818
1991,WYOMING,PARK,Production,Tonnes,354700
1991,WYOMING,PARK,Yield,kg / ha,52633.4076
1991,WYOMING,WASHAKIE,Area Harvested,Hectares,4552.7175
1991,WYOMING,WASHAKIE,Production,Tonnes,233800
1991,WYOMING,WASHAKIE,Yield,kg / ha,51397.8816
1991,WYOMING,GOSHEN,Area Harvested,Hectares,6410.22624
1991,WYOMING,GOSHEN,Production,Tonnes,340100
1991,WYOMING,GOSHEN,Yield,kg / ha,53127.618
1991,WYOMING,LARAMIE,Area Harvested,Hectares,214.48358
1991,WYOMING,LARAMIE,Production,Tonnes,9100
1991,WYOMING,LARAMIE,Yield,kg / ha,42502.0944
1991,WYOMING,PLATTE,Area Harvested,Hectares,1294.9952
1991,WYOMING,PLATTE,Production,Tonnes,53500
1991,WYOMING,PLATTE,Yield,kg / ha,41266.5684
1990,CALIFORNIA,MONTEREY,Area Harvested,Hectares,1133.1208
1990,CALIFORNIA,MONTEREY,Production,Tonnes,111000
1990,CALIFORNIA,MONTEREY,Yield,kg / ha,97853.6592
1990,CALIFORNIA,SAN BENITO,Area Harvested,Hectares,445.1546
1990,CALIFORNIA,SAN BENITO,Production,Tonnes,33000
1990,CALIFORNIA,SAN BENITO,Yield,kg / ha,74131.56
1990,CALIFORNIA,BUTTE,Area Harvested,Hectares,849.8406
1990,CALIFORNIA,BUTTE,Production,Tonnes,60000
1990,CALIFORNIA,BUTTE,Yield,kg / ha,70672.0872
1990,CALIFORNIA,COLUSA,Area Harvested,Hectares,2549.5218
1990,CALIFORNIA,COLUSA,Production,Tonnes,146000
1990,CALIFORNIA,COLUSA,Yield,kg / ha,57328.4064
1990,CALIFORNIA,GLENN,Area Harvested,Hectares,3642.174
1990,CALIFORNIA,GLENN,Production,Tonnes,240000
1990,CALIFORNIA,GLENN,Yield,kg / ha,65977.0884
1990,CALIFORNIA,SACRAMENTO,Area Harvested,Hectares,2225.773
1990,CALIFORNIA,SACRAMENTO,Production,Tonnes,123000
1990,CALIFORNIA,SACRAMENTO,Yield,kg / ha,55351.5648
1990,CALIFORNIA,SOLANO,Area Harvested,Hectares,4613.4204
1990,CALIFORNIA,SOLANO,Production,Tonnes,254000
1990,CALIFORNIA,SOLANO,Yield,kg / ha,55104.4596
1990,CALIFORNIA,SUTTER,Area Harvested,Hectares,1659.2126
1990,CALIFORNIA,SUTTER,Production,Tonnes,86000
1990,CALIFORNIA,SUTTER,Yield,kg / ha,51892.092
1990,CALIFORNIA,YOLO,Area Harvested,Hectares,2792.3334
1990,CALIFORNIA,YOLO,Production,Tonnes,142000
1990,CALIFORNIA,YOLO,Yield,kg / ha,50903.6712
1990,CALIFORNIA,FRESNO,Area Harvested,Hectares,8134.1886
1990,CALIFORNIA,FRESNO,Production,Tonnes,505000
1990,CALIFORNIA,FRESNO,Yield,kg / ha,62023.4052
1990,CALIFORNIA,KERN,Area Harvested,Hectares,5341.8552
1990,CALIFORNIA,KERN,Production,Tonnes,360000
1990,CALIFORNIA,KERN,Yield,kg / ha,67459.7196
1990,CALIFORNIA,MADERA,Area Harvested,Hectares,849.8406
1990,CALIFORNIA,MADERA,Production,Tonnes,75000
1990,CALIFORNIA,MADERA,Yield,kg / ha,88216.5564
1990,CALIFORNIA,MERCED,Area Harvested,Hectares,4330.1402
1990,CALIFORNIA,MERCED,Production,Tonnes,238000
1990,CALIFORNIA,MERCED,Yield,kg / ha,54857.3544
1990,CALIFORNIA,SAN JOAQUIN,Area Harvested,Hectares,10966.9906
1990,CALIFORNIA,SAN JOAQUIN,Production,Tonnes,677000
1990,CALIFORNIA,SAN JOAQUIN,Yield,kg / ha,61776.3
1990,CALIFORNIA,STANISLAUS,Area Harvested,Hectares,728.4348
1990,CALIFORNIA,STANISLAUS,Production,Tonnes,52000
1990,CALIFORNIA,STANISLAUS,Yield,kg / ha,71413.4028
1990,CALIFORNIA,TULARE,Area Harvested,Hectares,1699.6812
1990,CALIFORNIA,TULARE,Production,Tonnes,113000
1990,CALIFORNIA,TULARE,Yield,kg / ha,66471.2988
1990,CALIFORNIA,IMPERIAL,Area Harvested,Hectares,14892.4448
1990,CALIFORNIA,IMPERIAL,Production,Tonnes,1041000
1990,CALIFORNIA,IMPERIAL,Yield,kg / ha,69930.7716
1990,COLORADO,ADAMS,Area Harvested,Hectares,246.85846
1990,COLORADO,ADAMS,Production,Tonnes,13600
1990,COLORADO,ADAMS,Yield,kg / ha,55104.4596
1990,COLORADO,WASHINGTON,Area Harvested,Hectares,186.15556
1990,COLORADO,WASHINGTON,Production,Tonnes,10600
1990,COLORADO,WASHINGTON,Yield,kg / ha,56834.196
1990,COLORADO,BOULDER,Area Harvested,Hectares,339.93624
1990,COLORADO,BOULDER,Production,Tonnes,19500
1990,COLORADO,BOULDER,Yield,kg / ha,57328.4064
1990,COLORADO,LARIMER,Area Harvested,Hectares,934.82466
1990,COLORADO,LARIMER,Production,Tonnes,48500
1990,COLORADO,LARIMER,Yield,kg / ha,51892.092
1990,COLORADO,LOGAN,Area Harvested,Hectares,1788.71212
1990,COLORADO,LOGAN,Production,Tonnes,101700
1990,COLORADO,LOGAN,Yield,kg / ha,56834.196
1990,COLORADO,MORGAN,Area Harvested,Hectares,4042.81314
1990,COLORADO,MORGAN,Production,Tonnes,248800
1990,COLORADO,MORGAN,Yield,kg / ha,61529.1948
1990,COLORADO,WELD,Area Harvested,Hectares,8648.13982
1990,COLORADO,WELD,Production,Tonnes,501300
1990,COLORADO,WELD,Yield,kg / ha,58069.722
1990,IDAHO,BINGHAM,Area Harvested,Hectares,3884.9856
1990,IDAHO,BINGHAM,Production,Tonnes,252400
1990,IDAHO,BINGHAM,Yield,kg / ha,64988.6676
1990,IDAHO,POWER,Area Harvested,Hectares,3156.5508
1990,IDAHO,POWER,Production,Tonnes,203300
1990,IDAHO,POWER,Yield,kg / ha,64494.4572
1990,IDAHO,CASSIA,Area Harvested,Hectares,10198.0872
1990,IDAHO,CASSIA,Production,Tonnes,571700
1990,IDAHO,CASSIA,Yield,kg / ha,56092.8804
1990,IDAHO,GOODING,Area Harvested,Hectares,1618.744
1990,IDAHO,GOODING,Production,Tonnes,94600
1990,IDAHO,GOODING,Yield,kg / ha,58563.9324
1990,IDAHO,JEROME,Area Harvested,Hectares,4127.7972
1990,IDAHO,JEROME,Production,Tonnes,217600
1990,IDAHO,JEROME,Yield,kg / ha,52633.4076
1990,IDAHO,LINCOLN,Area Harvested,Hectares,2144.8358
1990,IDAHO,LINCOLN,Production,Tonnes,117400
1990,IDAHO,LINCOLN,Yield,kg / ha,54857.3544
1990,IDAHO,MINIDOKA,Area Harvested,Hectares,17603.841
1990,IDAHO,MINIDOKA,Production,Tonnes,1050700
1990,IDAHO,MINIDOKA,Yield,kg / ha,59799.4584
1990,IDAHO,TWIN FALLS,Area Harvested,Hectares,5908.4156
1990,IDAHO,TWIN FALLS,Production,Tonnes,347500
1990,IDAHO,TWIN FALLS,Yield,kg / ha,58811.0376
1990,IDAHO,ADA,Area Harvested,Hectares,1861.5556
1990,IDAHO,ADA,Production,Tonnes,143500
1990,IDAHO,ADA,Yield,kg / ha,77096.8224
1990,IDAHO,CANYON,Area Harvested,Hectares,13071.3578
1990,IDAHO,CANYON,Production,Tonnes,1008900
1990,IDAHO,CANYON,Yield,kg / ha,77096.8224
1990,IDAHO,ELMORE,Area Harvested,Hectares,3844.517
1990,IDAHO,ELMORE,Production,Tonnes,258500
1990,IDAHO,ELMORE,Yield,kg / ha,67212.6144
1990,IDAHO,GEM,Area Harvested,Hectares,80.9372
1990,IDAHO,GEM,Production,Tonnes,4700
1990,IDAHO,GEM,Yield,kg / ha,58069.722
1990,IDAHO,OWYHEE,Area Harvested,Hectares,4492.0146
1990,IDAHO,OWYHEE,Production,Tonnes,302200
1990,IDAHO,OWYHEE,Yield,kg / ha,67212.6144
1990,IDAHO,PAYETTE,Area Harvested,Hectares,2144.8358
1990,IDAHO,PAYETTE,Production,Tonnes,175700
1990,IDAHO,PAYETTE,Yield,kg / ha,82038.9264
1990,IDAHO,WASHINGTON,Area Harvested,Hectares,1133.1208
1990,IDAHO,WASHINGTON,Production,Tonnes,87300
1990,IDAHO,WASHINGTON,Yield,kg / ha,77096.8224
1990,MICHIGAN,GLADWIN,Area Harvested,Hectares,323.7488
1990,MICHIGAN,GLADWIN,Production,Tonnes,16000
1990,MICHIGAN,GLADWIN,Yield,kg / ha,49421.04
1990,MICHIGAN,GRATIOT,Area Harvested,Hectares,7365.2852
1990,MICHIGAN,GRATIOT,Production,Tonnes,4e+05
1990,MICHIGAN,GRATIOT,Yield,kg / ha,54363.144
1990,MICHIGAN,ISABELLA,Area Harvested,Hectares,485.6232
1990,MICHIGAN,ISABELLA,Production,Tonnes,24000
1990,MICHIGAN,ISABELLA,Yield,kg / ha,49421.04
1990,MICHIGAN,MIDLAND,Area Harvested,Hectares,1578.2754
1990,MICHIGAN,MIDLAND,Production,Tonnes,77000
1990,MICHIGAN,MIDLAND,Yield,kg / ha,48679.7244
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,121.4058
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Production,Tonnes,6000
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Yield,kg / ha,49421.04
1990,MICHIGAN,ARENAC,Area Harvested,Hectares,1942.4928
1990,MICHIGAN,ARENAC,Production,Tonnes,1e+05
1990,MICHIGAN,ARENAC,Yield,kg / ha,51397.8816
1990,MICHIGAN,BAY,Area Harvested,Hectares,8862.6234
1990,MICHIGAN,BAY,Production,Tonnes,439000
1990,MICHIGAN,BAY,Yield,kg / ha,49421.04
1990,MICHIGAN,HURON,Area Harvested,Hectares,12423.8602
1990,MICHIGAN,HURON,Production,Tonnes,662000
1990,MICHIGAN,HURON,Yield,kg / ha,53374.7232
1990,MICHIGAN,SAGINAW,Area Harvested,Hectares,7931.8456
1990,MICHIGAN,SAGINAW,Production,Tonnes,417000
1990,MICHIGAN,SAGINAW,Yield,kg / ha,52633.4076
1990,MICHIGAN,SANILAC,Area Harvested,Hectares,5625.1354
1990,MICHIGAN,SANILAC,Production,Tonnes,279000
1990,MICHIGAN,SANILAC,Yield,kg / ha,49668.1452
1990,MICHIGAN,TUSCOLA,Area Harvested,Hectares,14083.0728
1990,MICHIGAN,TUSCOLA,Production,Tonnes,713000
1990,MICHIGAN,TUSCOLA,Yield,kg / ha,50656.566
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,121.4058
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Production,Tonnes,6000
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Yield,kg / ha,49421.04
1990,MICHIGAN,LENAWEE,Area Harvested,Hectares,1173.5894
1990,MICHIGAN,LENAWEE,Production,Tonnes,57000
1990,MICHIGAN,LENAWEE,Yield,kg / ha,48679.7244
1990,MICHIGAN,MONROE,Area Harvested,Hectares,971.2464
1990,MICHIGAN,MONROE,Production,Tonnes,42000
1990,MICHIGAN,MONROE,Yield,kg / ha,43243.41
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Area Harvested,Hectares,40.4686
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Production,Tonnes,2000
1990,MICHIGAN,OTHER (COMBINED) COUNTIES,Yield,kg / ha,49421.04
1990,MICHIGAN,ST CLAIR,Area Harvested,Hectares,485.6232
1990,MICHIGAN,ST CLAIR,Production,Tonnes,26000
1990,MICHIGAN,ST CLAIR,Yield,kg / ha,53621.8284
1990,MINNESOTA,KANDIYOHI,Area Harvested,Hectares,3075.6136
1990,MINNESOTA,KANDIYOHI,Production,Tonnes,137000
1990,MINNESOTA,KANDIYOHI,Yield,kg / ha,44478.936
1990,MINNESOTA,RENVILLE,Area Harvested,Hectares,12302.4544
1990,MINNESOTA,RENVILLE,Production,Tonnes,516500
1990,MINNESOTA,RENVILLE,Yield,kg / ha,42007.884
1990,MINNESOTA,SIBLEY,Area Harvested,Hectares,890.3092
1990,MINNESOTA,SIBLEY,Production,Tonnes,37500
1990,MINNESOTA,SIBLEY,Yield,kg / ha,42007.884
1990,MINNESOTA,CLAY,Area Harvested,Hectares,23148.0392
1990,MINNESOTA,CLAY,Production,Tonnes,884000
1990,MINNESOTA,CLAY,Yield,kg / ha,38301.306
