Area,Year,Month,Unit,Value
Yukon,1964,4,Persons,15000
Yukon,1964,7,Persons,15000
Yukon,1964,10,Persons,15000
Northwest Territories including Nunavut,1964,1,Persons,26000
Northwest Territories including Nunavut,1964,4,Persons,27000
Northwest Territories including Nunavut,1964,7,Persons,27000
Northwest Territories including Nunavut,1964,10,Persons,27000
Canada,1965,1,Persons,19501000
Canada,1965,4,Persons,19578000
Canada,1965,7,Persons,19678000
Canada,1965,10,Persons,19777000
Newfoundland and Labrador,1965,1,Persons,485000
Newfoundland and Labrador,1965,4,Persons,486000
Newfoundland and Labrador,1965,7,Persons,488000
Newfoundland and Labrador,1965,10,Persons,489000
Prince Edward Island,1965,1,Persons,109000
Prince Edward Island,1965,4,Persons,109000
Prince Edward Island,1965,7,Persons,109000
Prince Edward Island,1965,10,Persons,109000
Nova Scotia,1965,1,Persons,755000
Nova Scotia,1965,4,Persons,754000
Nova Scotia,1965,7,Persons,756000
Nova Scotia,1965,10,Persons,755000
New Brunswick,1965,1,Persons,613000
New Brunswick,1965,4,Persons,614000
New Brunswick,1965,7,Persons,615000
New Brunswick,1965,10,Persons,616000
Quebec,1965,1,Persons,5644000
Quebec,1965,4,Persons,5668000
Quebec,1965,7,Persons,5694000
Quebec,1965,10,Persons,5720000
Ontario,1965,1,Persons,6723000
Ontario,1965,4,Persons,6758000
Ontario,1965,7,Persons,6803000
Ontario,1965,10,Persons,6849000
Manitoba,1965,1,Persons,962000
Manitoba,1965,4,Persons,964000
Manitoba,1965,7,Persons,965000
Manitoba,1965,10,Persons,963000
Saskatchewan,1965,1,Persons,946000
Saskatchewan,1965,4,Persons,948000
Saskatchewan,1965,7,Persons,951000
Saskatchewan,1965,10,Persons,953000
Alberta,1965,1,Persons,1443000
Alberta,1965,4,Persons,1445000
Alberta,1965,7,Persons,1451000
Alberta,1965,10,Persons,1453000
British Columbia,1965,1,Persons,1779000
British Columbia,1965,4,Persons,1790000
British Columbia,1965,7,Persons,1804000
British Columbia,1965,10,Persons,1827000
Yukon,1965,1,Persons,15000
Yukon,1965,4,Persons,15000
Yukon,1965,7,Persons,14000
Yukon,1965,10,Persons,15000
Northwest Territories including Nunavut,1965,1,Persons,27000
Northwest Territories including Nunavut,1965,4,Persons,27000
Northwest Territories including Nunavut,1965,7,Persons,28000
Northwest Territories including Nunavut,1965,10,Persons,28000
Canada,1966,1,Persons,19857000
Canada,1966,4,Persons,19939000
Canada,1966,7,Persons,20048000
Canada,1966,10,Persons,20146000
Newfoundland and Labrador,1966,1,Persons,490000
Newfoundland and Labrador,1966,4,Persons,492000
Newfoundland and Labrador,1966,7,Persons,494000
Newfoundland and Labrador,1966,10,Persons,496000
Prince Edward Island,1966,1,Persons,108000
Prince Edward Island,1966,4,Persons,108000
Prince Edward Island,1966,7,Persons,109000
Prince Edward Island,1966,10,Persons,109000
Nova Scotia,1966,1,Persons,754000
Nova Scotia,1966,4,Persons,755000
Nova Scotia,1966,7,Persons,757000
Nova Scotia,1966,10,Persons,756000
New Brunswick,1966,1,Persons,616000
New Brunswick,1966,4,Persons,616000
New Brunswick,1966,7,Persons,617000
New Brunswick,1966,10,Persons,617000
Quebec,1966,1,Persons,5740000
Quebec,1966,4,Persons,5762000
Quebec,1966,7,Persons,5787000
Quebec,1966,10,Persons,5808000
Ontario,1966,1,Persons,6888000
Ontario,1966,4,Persons,6926000
Ontario,1966,7,Persons,6977000
Ontario,1966,10,Persons,7025000
Manitoba,1966,1,Persons,962000
Manitoba,1966,4,Persons,963000
Manitoba,1966,7,Persons,963000
Manitoba,1966,10,Persons,959000
Saskatchewan,1966,1,Persons,952000
Saskatchewan,1966,4,Persons,954000
Saskatchewan,1966,7,Persons,956000
Saskatchewan,1966,10,Persons,957000
Alberta,1966,1,Persons,1456000
Alberta,1966,4,Persons,1459000
Alberta,1966,7,Persons,1465000
Alberta,1966,10,Persons,1470000
British Columbia,1966,1,Persons,1848000
British Columbia,1966,4,Persons,1862000
British Columbia,1966,7,Persons,1880000
British Columbia,1966,10,Persons,1905000
Yukon,1966,1,Persons,15000
Yukon,1966,4,Persons,14000
Yukon,1966,7,Persons,14000
Yukon,1966,10,Persons,15000
Northwest Territories including Nunavut,1966,1,Persons,28000
Northwest Territories including Nunavut,1966,4,Persons,28000
Northwest Territories including Nunavut,1966,7,Persons,29000
Northwest Territories including Nunavut,1966,10,Persons,29000
Canada,1967,1,Persons,20228000
Canada,1967,4,Persons,20306000
Canada,1967,7,Persons,20412000
Canada,1967,10,Persons,20509000
Newfoundland and Labrador,1967,1,Persons,496000
Newfoundland and Labrador,1967,4,Persons,498000
Newfoundland and Labrador,1967,7,Persons,500000
Newfoundland and Labrador,1967,10,Persons,502000
Prince Edward Island,1967,1,Persons,109000
Prince Edward Island,1967,4,Persons,109000
Prince Edward Island,1967,7,Persons,109000
Prince Edward Island,1967,10,Persons,109000
Nova Scotia,1967,1,Persons,757000
Nova Scotia,1967,4,Persons,758000
Nova Scotia,1967,7,Persons,761000
Nova Scotia,1967,10,Persons,762000
New Brunswick,1967,1,Persons,618000
New Brunswick,1967,4,Persons,619000
New Brunswick,1967,7,Persons,621000
New Brunswick,1967,10,Persons,622000
Quebec,1967,1,Persons,5826000
Quebec,1967,4,Persons,5846000
Quebec,1967,7,Persons,5870000
Quebec,1967,10,Persons,5888000
Ontario,1967,1,Persons,7063000
Ontario,1967,4,Persons,7096000
Ontario,1967,7,Persons,7142000
Ontario,1967,10,Persons,7186000
Manitoba,1967,1,Persons,958000
Manitoba,1967,4,Persons,961000
Manitoba,1967,7,Persons,964000
Manitoba,1967,10,Persons,966000
Saskatchewan,1967,1,Persons,955000
Saskatchewan,1967,4,Persons,955000
Saskatchewan,1967,7,Persons,958000
Saskatchewan,1967,10,Persons,959000
Alberta,1967,1,Persons,1476000
Alberta,1967,4,Persons,1483000
Alberta,1967,7,Persons,1493000
Alberta,1967,10,Persons,1501000
British Columbia,1967,1,Persons,1926000
British Columbia,1967,4,Persons,1937000
British Columbia,1967,7,Persons,1950000
British Columbia,1967,10,Persons,1970000
Yukon,1967,1,Persons,15000
Yukon,1967,4,Persons,15000
Yukon,1967,7,Persons,15000
Yukon,1967,10,Persons,15000
Northwest Territories including Nunavut,1967,1,Persons,29000
Northwest Territories including Nunavut,1967,4,Persons,29000
Northwest Territories including Nunavut,1967,7,Persons,29000
Northwest Territories including Nunavut,1967,10,Persons,29000
Canada,1968,1,Persons,20581000
Canada,1968,4,Persons,20644000
Canada,1968,7,Persons,20729000
Canada,1968,10,Persons,20814000
Newfoundland and Labrador,1968,1,Persons,503000
Newfoundland and Labrador,1968,4,Persons,505000
Newfoundland and Labrador,1968,7,Persons,507000
Newfoundland and Labrador,1968,10,Persons,509000
Prince Edward Island,1968,1,Persons,110000
Prince Edward Island,1968,4,Persons,110000
Prince Edward Island,1968,7,Persons,110000
Prince Edward Island,1968,10,Persons,111000
Nova Scotia,1968,1,Persons,764000
Nova Scotia,1968,4,Persons,765000
Nova Scotia,1968,7,Persons,768000
Nova Scotia,1968,10,Persons,771000
New Brunswick,1968,1,Persons,623000
New Brunswick,1968,4,Persons,624000
New Brunswick,1968,7,Persons,626000
New Brunswick,1968,10,Persons,628000
Quebec,1968,1,Persons,5902000
Quebec,1968,4,Persons,5916000
Quebec,1968,7,Persons,5931000
Quebec,1968,10,Persons,5949000
Ontario,1968,1,Persons,7213000
Ontario,1968,4,Persons,7238000
Ontario,1968,7,Persons,7275000
Ontario,1968,10,Persons,7305000
Manitoba,1968,1,Persons,966000
Manitoba,1968,4,Persons,968000
Manitoba,1968,7,Persons,972000
Manitoba,1968,10,Persons,974000
Saskatchewan,1968,1,Persons,957000
Saskatchewan,1968,4,Persons,959000
Saskatchewan,1968,7,Persons,961000
Saskatchewan,1968,10,Persons,962000
Alberta,1968,1,Persons,1510000
Alberta,1968,4,Persons,1518000
Alberta,1968,7,Persons,1527000
Alberta,1968,10,Persons,1536000
British Columbia,1968,1,Persons,1988000
British Columbia,1968,4,Persons,1996000
British Columbia,1968,7,Persons,2006000
British Columbia,1968,10,Persons,2023000
Yukon,1968,1,Persons,15000
Yukon,1968,4,Persons,15000
Yukon,1968,7,Persons,16000
Yukon,1968,10,Persons,16000
Northwest Territories including Nunavut,1968,1,Persons,30000
Northwest Territories including Nunavut,1968,4,Persons,30000
Northwest Territories including Nunavut,1968,7,Persons,30000
Northwest Territories including Nunavut,1968,10,Persons,30000
Canada,1969,1,Persons,20888000
Canada,1969,4,Persons,20950000
Canada,1969,7,Persons,21028000
Canada,1969,10,Persons,21111000
Newfoundland and Labrador,1969,1,Persons,511000
Newfoundland and Labrador,1969,4,Persons,513000
Newfoundland and Labrador,1969,7,Persons,515000
Newfoundland and Labrador,1969,10,Persons,516000
Prince Edward Island,1969,1,Persons,111000
Prince Edward Island,1969,4,Persons,111000
Prince Edward Island,1969,7,Persons,111000
Prince Edward Island,1969,10,Persons,111000
Nova Scotia,1969,1,Persons,771000
Nova Scotia,1969,4,Persons,774000
Nova Scotia,1969,7,Persons,777000
Nova Scotia,1969,10,Persons,778000
New Brunswick,1969,1,Persons,627000
New Brunswick,1969,4,Persons,627000
New Brunswick,1969,7,Persons,628000
New Brunswick,1969,10,Persons,628000
Quebec,1969,1,Persons,5961000
Quebec,1969,4,Persons,5975000
Quebec,1969,7,Persons,5987000
Quebec,1969,10,Persons,6001000
Ontario,1969,1,Persons,7338000
Ontario,1969,4,Persons,7362000
Ontario,1969,7,Persons,7399000
Ontario,1969,10,Persons,7442000
Manitoba,1969,1,Persons,975000
Manitoba,1969,4,Persons,977000
Manitoba,1969,7,Persons,979000
Manitoba,1969,10,Persons,979000
Saskatchewan,1969,1,Persons,959000
Saskatchewan,1969,4,Persons,959000
Saskatchewan,1969,7,Persons,958000
Saskatchewan,1969,10,Persons,955000
Alberta,1969,1,Persons,1546000
Alberta,1969,4,Persons,1553000
Alberta,1969,7,Persons,1562000
Alberta,1969,10,Persons,1571000
British Columbia,1969,1,Persons,2042000
British Columbia,1969,4,Persons,2052000
British Columbia,1969,7,Persons,2065000
British Columbia,1969,10,Persons,2082000
Yukon,1969,1,Persons,16000
Yukon,1969,4,Persons,16000
Yukon,1969,7,Persons,16000
Yukon,1969,10,Persons,16000
Northwest Territories including Nunavut,1969,1,Persons,31000
Northwest Territories including Nunavut,1969,4,Persons,31000
Northwest Territories including Nunavut,1969,7,Persons,31000
Northwest Territories including Nunavut,1969,10,Persons,32000
Canada,1970,1,Persons,21182000
Canada,1970,4,Persons,21244000
Canada,1970,7,Persons,21324000
Canada,1970,10,Persons,21400000
Newfoundland and Labrador,1970,1,Persons,516000
Newfoundland and Labrador,1970,4,Persons,516000
Newfoundland and Labrador,1970,7,Persons,518000
Newfoundland and Labrador,1970,10,Persons,519000
Prince Edward Island,1970,1,Persons,110000
Prince Edward Island,1970,4,Persons,110000
Prince Edward Island,1970,7,Persons,110000
Prince Edward Island,1970,10,Persons,111000
Nova Scotia,1970,1,Persons,779000
Nova Scotia,1970,4,Persons,780000
Nova Scotia,1970,7,Persons,783000
Nova Scotia,1970,10,Persons,784000
New Brunswick,1970,1,Persons,625000
New Brunswick,1970,4,Persons,626000
New Brunswick,1970,7,Persons,628000
New Brunswick,1970,10,Persons,628000
Quebec,1970,1,Persons,6002000
Quebec,1970,4,Persons,6005000
Quebec,1970,7,Persons,6015000
Quebec,1970,10,Persons,6021000
Ontario,1970,1,Persons,7488000
Ontario,1970,4,Persons,7528000
Ontario,1970,7,Persons,7566000
Ontario,1970,10,Persons,7613000
Manitoba,1970,1,Persons,979000
Manitoba,1970,4,Persons,981000
Manitoba,1970,7,Persons,983000
Manitoba,1970,10,Persons,982000
Saskatchewan,1970,1,Persons,948000
Saskatchewan,1970,4,Persons,942000
Saskatchewan,1970,7,Persons,940000
Saskatchewan,1970,10,Persons,933000
Alberta,1970,1,Persons,1579000
Alberta,1970,4,Persons,1589000
Alberta,1970,7,Persons,1597000
Alberta,1970,10,Persons,1607000
British Columbia,1970,1,Persons,2107000
British Columbia,1970,4,Persons,2118000
British Columbia,1970,7,Persons,2134000
British Columbia,1970,10,Persons,2152000
Yukon,1970,1,Persons,17000
Yukon,1970,4,Persons,17000
Yukon,1970,7,Persons,17000
Yukon,1970,10,Persons,17000
Northwest Territories including Nunavut,1970,1,Persons,32000
Northwest Territories including Nunavut,1970,4,Persons,32000
Northwest Territories including Nunavut,1970,7,Persons,33000
Northwest Territories including Nunavut,1970,10,Persons,33000
Canada,1971,1,Persons,21465000
Canada,1971,4,Persons,21523000
Canada,1971,7,Persons,21962032
Canada,1971,10,Persons,22039243
Newfoundland and Labrador,1971,1,Persons,519000
Newfoundland and Labrador,1971,4,Persons,521000
Newfoundland and Labrador,1971,7,Persons,530854
Newfoundland and Labrador,1971,10,Persons,534471
Prince Edward Island,1971,1,Persons,111000
Prince Edward Island,1971,4,Persons,111000
Prince Edward Island,1971,7,Persons,112591
Prince Edward Island,1971,10,Persons,112874
Nova Scotia,1971,1,Persons,785000
Nova Scotia,1971,4,Persons,788000
Nova Scotia,1971,7,Persons,797294
Nova Scotia,1971,10,Persons,798804
New Brunswick,1971,1,Persons,630000
New Brunswick,1971,4,Persons,633000
New Brunswick,1971,7,Persons,642471
New Brunswick,1971,10,Persons,644717
Quebec,1971,1,Persons,6017000
Quebec,1971,4,Persons,6022000
Quebec,1971,7,Persons,6137305
Quebec,1971,10,Persons,6148121
Ontario,1971,1,Persons,7656000
Ontario,1971,4,Persons,7683000
Ontario,1971,7,Persons,7849027
Ontario,1971,10,Persons,7882241
Manitoba,1971,1,Persons,984000
Manitoba,1971,4,Persons,986000
Manitoba,1971,7,Persons,998876
Manitoba,1971,10,Persons,998957
Saskatchewan,1971,1,Persons,927000
Saskatchewan,1971,4,Persons,926000
Saskatchewan,1971,7,Persons,932038
Saskatchewan,1971,10,Persons,928061
Alberta,1971,1,Persons,1616000
Alberta,1971,4,Persons,1623000
Alberta,1971,7,Persons,1665717
Alberta,1971,10,Persons,1675638
British Columbia,1971,1,Persons,2168000
British Columbia,1971,4,Persons,2178000
British Columbia,1971,7,Persons,2240470
British Columbia,1971,10,Persons,2258651
Yukon,1971,1,Persons,18000
Yukon,1971,4,Persons,18000
Yukon,1971,7,Persons,18991
Yukon,1971,10,Persons,19462
Northwest Territories including Nunavut,1971,1,Persons,34000
Northwest Territories including Nunavut,1971,4,Persons,34000
Northwest Territories including Nunavut,1971,7,Persons,36398
Northwest Territories including Nunavut,1971,10,Persons,37246
Canada,1972,1,Persons,22092498
Canada,1972,4,Persons,22148919
Canada,1972,7,Persons,22218463
Canada,1972,10,Persons,22288499
Newfoundland and Labrador,1972,1,Persons,535736
Newfoundland and Labrador,1972,4,Persons,537368
Newfoundland and Labrador,1972,7,Persons,539124
Newfoundland and Labrador,1972,10,Persons,541472
Prince Edward Island,1972,1,Persons,112964
Prince Edward Island,1972,4,Persons,113314
Prince Edward Island,1972,7,Persons,113460
Prince Edward Island,1972,10,Persons,113960
Nova Scotia,1972,1,Persons,800513
Nova Scotia,1972,4,Persons,800542
Nova Scotia,1972,7,Persons,802255
Nova Scotia,1972,10,Persons,805317
New Brunswick,1972,1,Persons,646337
New Brunswick,1972,4,Persons,648056
New Brunswick,1972,7,Persons,648769
New Brunswick,1972,10,Persons,651182
Quebec,1972,1,Persons,6152950
Quebec,1972,4,Persons,6165470
Quebec,1972,7,Persons,6174216
Quebec,1972,10,Persons,6182065
Ontario,1972,1,Persons,7906337
Ontario,1972,4,Persons,7927220
Ontario,1972,7,Persons,7963117
Ontario,1972,10,Persons,7992037
Manitoba,1972,1,Persons,998910
Manitoba,1972,4,Persons,1000104
Manitoba,1972,7,Persons,1001652
Manitoba,1972,10,Persons,1001682
Saskatchewan,1972,1,Persons,923123
Saskatchewan,1972,4,Persons,921306
Saskatchewan,1972,7,Persons,920780
Saskatchewan,1972,10,Persons,916659
Alberta,1972,1,Persons,1679985
Alberta,1972,4,Persons,1686758
Alberta,1972,7,Persons,1694090
Alberta,1972,10,Persons,1705519
British Columbia,1972,1,Persons,2278085
British Columbia,1972,4,Persons,2290667
British Columbia,1972,7,Persons,2302086
British Columbia,1972,10,Persons,2318552
Yukon,1972,1,Persons,19723
Yukon,1972,4,Persons,19859
Yukon,1972,7,Persons,20143
Yukon,1972,10,Persons,20570
Northwest Territories including Nunavut,1972,1,Persons,37835
Northwest Territories including Nunavut,1972,4,Persons,38255
Northwest Territories including Nunavut,1972,7,Persons,38771
Northwest Territories including Nunavut,1972,10,Persons,39484
Canada,1973,1,Persons,22347459
Canada,1973,4,Persons,22405392
Canada,1973,7,Persons,22491777
Canada,1973,10,Persons,22570338
Newfoundland and Labrador,1973,1,Persons,542983
Newfoundland and Labrador,1973,4,Persons,544026
Newfoundland and Labrador,1973,7,Persons,545561
Newfoundland and Labrador,1973,10,Persons,546717
Prince Edward Island,1973,1,Persons,114276
Prince Edward Island,1973,4,Persons,114437
Prince Edward Island,1973,7,Persons,114620
Prince Edward Island,1973,10,Persons,114944
Nova Scotia,1973,1,Persons,808614
Nova Scotia,1973,4,Persons,809697
Nova Scotia,1973,7,Persons,812386
Nova Scotia,1973,10,Persons,814351
New Brunswick,1973,1,Persons,652497
New Brunswick,1973,4,Persons,655725
New Brunswick,1973,7,Persons,656720
New Brunswick,1973,10,Persons,658693
Quebec,1973,1,Persons,6189678
Quebec,1973,4,Persons,6199080
Quebec,1973,7,Persons,6213149
Quebec,1973,10,Persons,6227045
Ontario,1973,1,Persons,8013391
Ontario,1973,4,Persons,8035129
Ontario,1973,7,Persons,8075547
Ontario,1973,10,Persons,8107108
Manitoba,1973,1,Persons,1002589
Manitoba,1973,4,Persons,1005005
Manitoba,1973,7,Persons,1007358
Manitoba,1973,10,Persons,1008908
Saskatchewan,1973,1,Persons,913591
Saskatchewan,1973,4,Persons,912191
Saskatchewan,1973,7,Persons,911937
Saskatchewan,1973,10,Persons,908856
Alberta,1973,1,Persons,1710866
Alberta,1973,4,Persons,1717910
Alberta,1973,7,Persons,1725327
Alberta,1973,10,Persons,1735396
British Columbia,1973,1,Persons,2338148
British Columbia,1973,4,Persons,2350837
British Columbia,1973,7,Persons,2367271
British Columbia,1973,10,Persons,2386932
Yukon,1973,1,Persons,20813
Yukon,1973,4,Persons,20968
Yukon,1973,7,Persons,21148
Yukon,1973,10,Persons,20874
Northwest Territories including Nunavut,1973,1,Persons,40013
Northwest Territories including Nunavut,1973,4,Persons,40387
Northwest Territories including Nunavut,1973,7,Persons,40753
Northwest Territories including Nunavut,1973,10,Persons,40514
Canada,1974,1,Persons,22649538
Canada,1974,4,Persons,22723274
Canada,1974,7,Persons,22807969
Canada,1974,10,Persons,22907390
Newfoundland and Labrador,1974,1,Persons,547107
Newfoundland and Labrador,1974,4,Persons,547385
Newfoundland and Labrador,1974,7,Persons,549604
Newfoundland and Labrador,1974,10,Persons,551508
Prince Edward Island,1974,1,Persons,115189
Prince Edward Island,1974,4,Persons,115566
Prince Edward Island,1974,7,Persons,115962
Prince Edward Island,1974,10,Persons,116401
Nova Scotia,1974,1,Persons,816353
Nova Scotia,1974,4,Persons,816688
Nova Scotia,1974,7,Persons,818751
Nova Scotia,1974,10,Persons,821251
New Brunswick,1974,1,Persons,661016
New Brunswick,1974,4,Persons,662560
New Brunswick,1974,7,Persons,664744
New Brunswick,1974,10,Persons,669506
Quebec,1974,1,Persons,6238468
Quebec,1974,4,Persons,6251741
Quebec,1974,7,Persons,6268571
Quebec,1974,10,Persons,6286708
Ontario,1974,1,Persons,8139808
Ontario,1974,4,Persons,8172562
Ontario,1974,7,Persons,8204275
Ontario,1974,10,Persons,8240114
Manitoba,1974,1,Persons,1012378
Manitoba,1974,4,Persons,1015368
Manitoba,1974,7,Persons,1018206
Manitoba,1974,10,Persons,1018954
Saskatchewan,1974,1,Persons,907546
Saskatchewan,1974,4,Persons,907748
Saskatchewan,1974,7,Persons,908457
Saskatchewan,1974,10,Persons,908714
Alberta,1974,1,Persons,1739942
Alberta,1974,4,Persons,1746975
Alberta,1974,7,Persons,1754621
Alberta,1974,10,Persons,1769880
British Columbia,1974,1,Persons,2409913
British Columbia,1974,4,Persons,2424995
British Columbia,1974,7,Persons,2442578
British Columbia,1974,10,Persons,2461396
Yukon,1974,1,Persons,20973
Yukon,1974,4,Persons,20895
Yukon,1974,7,Persons,21069
Yukon,1974,10,Persons,21335
Northwest Territories including Nunavut,1974,1,Persons,40845
Northwest Territories including Nunavut,1974,4,Persons,40791
Northwest Territories including Nunavut,1974,7,Persons,41131
Northwest Territories including Nunavut,1974,10,Persons,41623
Canada,1975,1,Persons,22979190
Canada,1975,4,Persons,23048990
Canada,1975,7,Persons,23143275
Canada,1975,10,Persons,23240585
Newfoundland and Labrador,1975,1,Persons,552812
Newfoundland and Labrador,1975,4,Persons,554166
Newfoundland and Labrador,1975,7,Persons,556496
Newfoundland and Labrador,1975,10,Persons,558900
Prince Edward Island,1975,1,Persons,117031
Prince Edward Island,1975,4,Persons,117316
Prince Edward Island,1975,7,Persons,117724
Prince Edward Island,1975,10,Persons,118009
Nova Scotia,1975,1,Persons,823084
Nova Scotia,1975,4,Persons,824791
Nova Scotia,1975,7,Persons,826549
Nova Scotia,1975,10,Persons,830351
New Brunswick,1975,1,Persons,671135
New Brunswick,1975,4,Persons,673918
New Brunswick,1975,7,Persons,677008
New Brunswick,1975,10,Persons,682086
Quebec,1975,1,Persons,6299783
Quebec,1975,4,Persons,6310999
Quebec,1975,7,Persons,6330303
Quebec,1975,10,Persons,6348244
Ontario,1975,1,Persons,8260161
Ontario,1975,4,Persons,8284503
Ontario,1975,7,Persons,8319795
Ontario,1975,10,Persons,8352911
Manitoba,1975,1,Persons,1019529
Manitoba,1975,4,Persons,1021824
Manitoba,1975,7,Persons,1024975
Manitoba,1975,10,Persons,1026093
Saskatchewan,1975,1,Persons,910276
Saskatchewan,1975,4,Persons,913118
Saskatchewan,1975,7,Persons,917415
Saskatchewan,1975,10,Persons,922468
Alberta,1975,1,Persons,1782575
Alberta,1975,4,Persons,1795097
Alberta,1975,7,Persons,1808689
Alberta,1975,10,Persons,1825051
British Columbia,1975,1,Persons,2479085
British Columbia,1975,4,Persons,2489116
British Columbia,1975,7,Persons,2499564
British Columbia,1975,10,Persons,2510751
Yukon,1975,1,Persons,21580
Yukon,1975,4,Persons,21692
Yukon,1975,7,Persons,21908
Yukon,1975,10,Persons,22214
Northwest Territories including Nunavut,1975,1,Persons,42139
Northwest Territories including Nunavut,1975,4,Persons,42450
Northwest Territories including Nunavut,1975,7,Persons,42849
Northwest Territories including Nunavut,1975,10,Persons,43507
Canada,1976,1,Persons,23304197
Canada,1976,4,Persons,23369845
Canada,1976,7,Persons,23449808
Canada,1976,10,Persons,23533565
Newfoundland and Labrador,1976,1,Persons,560024
Newfoundland and Labrador,1976,4,Persons,560856
Newfoundland and Labrador,1976,7,Persons,562639
Newfoundland and Labrador,1976,10,Persons,563591
Prince Edward Island,1976,1,Persons,118264
Prince Edward Island,1976,4,Persons,118298
Prince Edward Island,1976,7,Persons,118648
Prince Edward Island,1976,10,Persons,118925
Nova Scotia,1976,1,Persons,832765
Nova Scotia,1976,4,Persons,833741
Nova Scotia,1976,7,Persons,835166
Nova Scotia,1976,10,Persons,837578
New Brunswick,1976,1,Persons,685155
New Brunswick,1976,4,Persons,687521
New Brunswick,1976,7,Persons,689494
New Brunswick,1976,10,Persons,690936
Quebec,1976,1,Persons,6362125
Quebec,1976,4,Persons,6377976
Quebec,1976,7,Persons,6396761
Quebec,1976,10,Persons,6404158
Ontario,1976,1,Persons,8366498
Ontario,1976,4,Persons,8387985
Ontario,1976,7,Persons,8413779
Ontario,1976,10,Persons,8438765
Manitoba,1976,1,Persons,1028134
Manitoba,1976,4,Persons,1030093
Manitoba,1976,7,Persons,1031758
Manitoba,1976,10,Persons,1033171
Saskatchewan,1976,1,Persons,925570
Saskatchewan,1976,4,Persons,928697
Saskatchewan,1976,7,Persons,931612
Saskatchewan,1976,10,Persons,936235
Alberta,1976,1,Persons,1839191
Alberta,1976,4,Persons,1852651
Alberta,1976,7,Persons,1869287
Alberta,1976,10,Persons,1896466
British Columbia,1976,1,Persons,2520425
British Columbia,1976,4,Persons,2525812
British Columbia,1976,7,Persons,2533899
British Columbia,1976,10,Persons,2546813
Yukon,1976,1,Persons,22259
Yukon,1976,4,Persons,22263
Yukon,1976,7,Persons,22441
Yukon,1976,10,Persons,22509
Northwest Territories including Nunavut,1976,1,Persons,43787
Northwest Territories including Nunavut,1976,4,Persons,43952
Northwest Territories including Nunavut,1976,7,Persons,44324
Northwest Territories including Nunavut,1976,10,Persons,44418
Canada,1977,1,Persons,23591713
Canada,1977,4,Persons,23656739
Canada,1977,7,Persons,23725843
Canada,1977,10,Persons,23801445
Newfoundland and Labrador,1977,1,Persons,563387
Newfoundland and Labrador,1977,4,Persons,564217
Newfoundland and Labrador,1977,7,Persons,565348
Newfoundland and Labrador,1977,10,Persons,566116
Prince Edward Island,1977,1,Persons,119121
Prince Edward Island,1977,4,Persons,119297
Prince Edward Island,1977,7,Persons,119902
Prince Edward Island,1977,10,Persons,120459
Nova Scotia,1977,1,Persons,838385
Nova Scotia,1977,4,Persons,839315
Nova Scotia,1977,7,Persons,840028
Nova Scotia,1977,10,Persons,842051
New Brunswick,1977,1,Persons,691810
New Brunswick,1977,4,Persons,693580
New Brunswick,1977,7,Persons,695843
New Brunswick,1977,10,Persons,696378
Quebec,1977,1,Persons,6412575
Quebec,1977,4,Persons,6423152
Quebec,1977,7,Persons,6433133
Quebec,1977,10,Persons,6431509
Ontario,1977,1,Persons,8458617
Ontario,1977,4,Persons,8481322
Ontario,1977,7,Persons,8504080
Ontario,1977,10,Persons,8530102
Manitoba,1977,1,Persons,1034113
Manitoba,1977,4,Persons,1035920
Manitoba,1977,7,Persons,1037369
Manitoba,1977,10,Persons,1038470
Saskatchewan,1977,1,Persons,938455
Saskatchewan,1977,4,Persons,941297
Saskatchewan,1977,7,Persons,944621
Saskatchewan,1977,10,Persons,947400
Alberta,1977,1,Persons,1914570
Alberta,1977,4,Persons,1931214
Alberta,1977,7,Persons,1948263
Alberta,1977,10,Persons,1974721
British Columbia,1977,1,Persons,2554051
British Columbia,1977,4,Persons,2560711
British Columbia,1977,7,Persons,2570315
British Columbia,1977,10,Persons,2586668
Yukon,1977,1,Persons,22262
Yukon,1977,4,Persons,22308
Yukon,1977,7,Persons,22462
Yukon,1977,10,Persons,22747
Northwest Territories including Nunavut,1977,1,Persons,44367
Northwest Territories including Nunavut,1977,4,Persons,44406
Northwest Territories including Nunavut,1977,7,Persons,44479
Northwest Territories including Nunavut,1977,10,Persons,44824
Canada,1978,1,Persons,23849503
Canada,1978,4,Persons,23903687
Canada,1978,7,Persons,23963203
Canada,1978,10,Persons,24025447
Newfoundland and Labrador,1978,1,Persons,565981
Newfoundland and Labrador,1978,4,Persons,566671
Newfoundland and Labrador,1978,7,Persons,567639
Newfoundland and Labrador,1978,10,Persons,568417
Prince Edward Island,1978,1,Persons,120764
Prince Edward Island,1978,4,Persons,121014
Prince Edward Island,1978,7,Persons,121684
Prince Edward Island,1978,10,Persons,121952
Nova Scotia,1978,1,Persons,842961
Nova Scotia,1978,4,Persons,843663
Nova Scotia,1978,7,Persons,844628
Nova Scotia,1978,10,Persons,846612
New Brunswick,1978,1,Persons,696872
New Brunswick,1978,4,Persons,697851
New Brunswick,1978,7,Persons,699514
New Brunswick,1978,10,Persons,699937
Quebec,1978,1,Persons,6432019
Quebec,1978,4,Persons,6436705
Quebec,1978,7,Persons,6440459
Quebec,1978,10,Persons,6442774
Ontario,1978,1,Persons,8548453
Ontario,1978,4,Persons,8569298
Ontario,1978,7,Persons,8590144
