Year,Crop,Measurement,Unit,Value
2014,Total Canary Seed,Yield,kg/ha,471.3
2014,Soybeans,Yield,kg/ha,628.2
2014,Triticale,Yield,kg/ha,958.9
2013,Brown Mustard,Yield,kg/ha,477.6
2013,Yellow Mustard,Yield,kg/ha,396.4
2013,Oriental Mustard,Yield,kg/ha,473.6
2013,Total Mustard,Yield,kg/ha,437.7
2013,Large Green Lentils,Yield,kg/ha,780.2
2013,Small Green Lentils,Yield,kg/ha,762
2013,Red Lentils,Yield,kg/ha,874.5
2013,Other Lentils,Yield,kg/ha,735.7
2013,Total Lentils,Yield,kg/ha,824.2
2013,Green Peas,Yield,kg/ha,1112.2
2013,Yellow Peas,Yield,kg/ha,1158.9
2013,Other Peas,Yield,kg/ha,1257.4
2013,Total Peas,Yield,kg/ha,1153.5
2013,Desi Chickpeas,Yield,kg/ha,884.5
2013,Kabuli Chickpeas,Yield,kg/ha,974.3
2013,Total Chickpeas,Yield,kg/ha,951.6
2013,Hairless Canary Seed,Yield,kg/ha,555.7
2013,Regular Canary Seed,Yield,kg/ha,657.7
2013,Total Canary Seed,Yield,kg/ha,623.7
2013,Soybeans,Yield,kg/ha,739.8
2013,Triticale,Yield,kg/ha,846.9
2012,Brown Mustard,Yield,kg/ha,386
2012,Yellow Mustard,Yield,kg/ha,307.1
2012,Oriental Mustard,Yield,kg/ha,393.3
2012,Total Mustard,Yield,kg/ha,344.7
2012,Large Green Lentils,Yield,kg/ha,601
2012,Small Green Lentils,Yield,kg/ha,648.6
2012,Red Lentils,Yield,kg/ha,623.7
2012,Other Lentils,Yield,kg/ha,548.8
2012,Total Lentils,Yield,kg/ha,612.3
2012,Green Peas,Yield,kg/ha,816
2012,Yellow Peas,Yield,kg/ha,817.4
2012,Other Peas,Yield,kg/ha,834.6
2012,Total Peas,Yield,kg/ha,817.4
2012,Desi Chickpeas,Yield,kg/ha,865
2012,Kabuli Chickpeas,Yield,kg/ha,809.7
2012,Total Chickpeas,Yield,kg/ha,816.5
2012,Hairless Canary Seed,Yield,kg/ha,453.6
2012,Regular Canary Seed,Yield,kg/ha,464.9
2012,Total Canary Seed,Yield,kg/ha,438.2
2012,Triticale,Yield,kg/ha,1100
2011,Brown Mustard,Yield,kg/ha,432.3
2011,Yellow Mustard,Yield,kg/ha,359.7
2011,Oriental Mustard,Yield,kg/ha,430
2011,Total Mustard,Yield,kg/ha,404.6
2011,Large Green Lentils,Yield,kg/ha,590.6
2011,Small Green Lentils,Yield,kg/ha,577.4
2011,Red Lentils,Yield,kg/ha,651.4
2011,Other Lentils,Yield,kg/ha,507.1
2011,Total Lentils,Yield,kg/ha,616.4
2011,Green Peas,Yield,kg/ha,887.2
2011,Yellow Peas,Yield,kg/ha,1015.1
2011,Other Peas,Yield,kg/ha,715.8
2011,Total Peas,Yield,kg/ha,990.6
2011,Kabuli Chickpeas,Yield,kg/ha,745.3
2011,Total Chickpeas,Yield,kg/ha,730.3
2011,Hairless Canary Seed,Yield,kg/ha,466.7
2011,Regular Canary Seed,Yield,kg/ha,482.6
2011,Total Canary Seed,Yield,kg/ha,476.3
2011,Triticale,Yield,kg/ha,679.9
2010,Brown Mustard,Yield,kg/ha,396.9
2010,Yellow Mustard,Yield,kg/ha,373.3
2010,Oriental Mustard,Yield,kg/ha,396
2010,Total Mustard,Yield,kg/ha,383.7
2010,Large Green Lentils,Yield,kg/ha,595.1
2010,Small Green Lentils,Yield,kg/ha,620.1
2010,Red Lentils,Yield,kg/ha,567
2010,Other Lentils,Yield,kg/ha,599.6
2010,Total Lentils,Yield,kg/ha,581.5
2010,Green Peas,Yield,kg/ha,861.8
2010,Yellow Peas,Yield,kg/ha,801
2010,Other Peas,Yield,kg/ha,805.6
2010,Total Peas,Yield,kg/ha,810.1
2010,Desi Chickpeas,Yield,kg/ha,677.7
2010,Kabuli Chickpeas,Yield,kg/ha,675.4
2010,Other Chickpeas,Yield,kg/ha,472.2
2010,Total Chickpeas,Yield,kg/ha,340.2
2010,Hairless Canary Seed,Yield,kg/ha,367.9
2010,Regular Canary Seed,Yield,kg/ha,929.9
2009,Brown Mustard,Yield,kg/ha,407.3
2009,Yellow Mustard,Yield,kg/ha,376.5
2009,Oriental Mustard,Yield,kg/ha,461.3
2009,Total Mustard,Yield,kg/ha,401.4
2009,Large Green Lentils,Yield,kg/ha,630.5
2009,Small Green Lentils,Yield,kg/ha,684.9
2009,Red Lentils,Yield,kg/ha,626.4
2009,Other Lentils,Yield,kg/ha,621
2009,Total Lentils,Yield,kg/ha,633.7
2009,Green Peas,Yield,kg/ha,974.3
2009,Yellow Peas,Yield,kg/ha,911.7
2009,Other Peas,Yield,kg/ha,816.5
2009,Total Peas,Yield,kg/ha,919.9
2009,Desi Chickpeas,Yield,kg/ha,760.7
2009,Kabuli Chickpeas,Yield,kg/ha,766.1
2009,Other Chickpeas,Yield,kg/ha,422.7
2009,Total Chickpeas,Yield,kg/ha,579.7
2009,Hairless Canary Seed,Yield,kg/ha,527.5
2009,Regular Canary Seed,Yield,kg/ha,863.6
2008,Brown Mustard,Yield,kg/ha,344.7
2008,Yellow Mustard,Yield,kg/ha,344.3
2008,Oriental Mustard,Yield,kg/ha,386
2008,Total Mustard,Yield,kg/ha,349.3
2008,Large Green Lentils,Yield,kg/ha,596.9
2008,Small Green Lentils,Yield,kg/ha,604.6
2008,Red Lentils,Yield,kg/ha,611.9
2008,Other Lentils,Yield,kg/ha,525.3
2008,Total Lentils,Yield,kg/ha,603.3
2008,Green Peas,Yield,kg/ha,941.7
2008,Yellow Peas,Yield,kg/ha,873.6
2008,Other Peas,Yield,kg/ha,707.6
2008,Total Peas,Yield,kg/ha,881.8
2008,Desi Chickpeas,Yield,kg/ha,632.3
2008,Kabuli Chickpeas,Yield,kg/ha,639.1
2008,Other Chickpeas,Yield,kg/ha,462.7
2008,Total Chickpeas,Yield,kg/ha,498
2008,Hairless Canary Seed,Yield,kg/ha,485.8
2008,Regular Canary Seed,Yield,kg/ha,741.6
2007,Brown Mustard,Yield,kg/ha,303.9
2007,Yellow Mustard,Yield,kg/ha,227.2
2007,Oriental Mustard,Yield,kg/ha,260.8
2007,Total Mustard,Yield,kg/ha,254
2007,Large Green Lentils,Yield,kg/ha,503
2007,Small Green Lentils,Yield,kg/ha,597.8
2007,Red Lentils,Yield,kg/ha,489.4
2007,Other Lentils,Yield,kg/ha,472.2
2007,Total Lentils,Yield,kg/ha,515.3
2007,Green Peas,Yield,kg/ha,835.5
2007,Yellow Peas,Yield,kg/ha,800.1
2007,Other Peas,Yield,kg/ha,647.7
2007,Total Peas,Yield,kg/ha,802.9
2007,Desi Chickpeas,Yield,kg/ha,447.2
2007,Kabuli Chickpeas,Yield,kg/ha,521.6
2007,Other Chickpeas,Yield,kg/ha,584.7
2007,Total Chickpeas,Yield,kg/ha,521.2
2007,Hairless Canary Seed,Yield,kg/ha,352
2007,Regular Canary Seed,Yield,kg/ha,388.3
2007,Total Canary Seed,Yield,kg/ha,375.1
2007,Triticale,Yield,kg/ha,911.7
2007,Sunflower Seed,Yield,kg/ha,499
2006,Brown Mustard,Yield,kg/ha,383.3
2006,Yellow Mustard,Yield,kg/ha,282.1
2006,Oriental Mustard,Yield,kg/ha,326.6
2006,Total Mustard,Yield,kg/ha,317.5
2006,Large Green Lentils,Yield,kg/ha,479.9
2006,Small Green Lentils,Yield,kg/ha,570.6
2006,Red Lentils,Yield,kg/ha,507.1
2006,Other Lentils,Yield,kg/ha,450
2006,Total Lentils,Yield,kg/ha,505.8
2006,Green Peas,Yield,kg/ha,813.7
2006,Yellow Peas,Yield,kg/ha,778.8
2006,Other Peas,Yield,kg/ha,631.9
2006,Total Peas,Yield,kg/ha,781.1
2006,Desi Chickpeas,Yield,kg/ha,428.2
2006,Kabuli Chickpeas,Yield,kg/ha,499
2006,Other Chickpeas,Yield,kg/ha,559.7
2006,Total Chickpeas,Yield,kg/ha,499
2006,Hairless Canary Seed,Yield,kg/ha,384.6
2006,Regular Canary Seed,Yield,kg/ha,424.6
2006,Total Canary Seed,Yield,kg/ha,410
2006,Triticale,Yield,kg/ha,738.4
2021,Oriental Mustard,Production,Tonnes,5000
2021,Yellow Mustard,Production,Tonnes,17300
2021,Brown Mustard,Production,Tonnes,15700
2021,Total Mustard,Production,Tonnes,38000
2021,Large Green Lentils,Production,Tonnes,213600
2021,Small Green Lentils,Production,Tonnes,132000
2021,Red Lentils,Production,Tonnes,1079500
2021,Other Lentils,Production,Tonnes,9200
2021,Total Lentils,Production,Tonnes,1434400
2021,Green Peas,Production,Tonnes,215900
2021,Yellow Peas,Production,Tonnes,856900
2021,Other Peas,Production,Tonnes,33000
2021,Total Peas,Production,Tonnes,1105800
2021,Kabuli Chickpeas,Production,Tonnes,55800
2021,Desi Chickpeas,Production,Tonnes,6100
2021,Total Chickpeas,Production,Tonnes,61900
2021,Hairless Canary Seed,Production,Tonnes,27700
2021,Regular Canary Seed,Production,Tonnes,73000
2021,Total Canary Seed,Production,Tonnes,100700
2021,Soybeans,Production,Tonnes,50900
2021,Triticale,Production,Tonnes,12600
2021,Fall Rye,Production,Tonnes,68700
2021,Faba Beans,Production,Tonnes,27900
2021,Hemp,Production,Tonnes,6100
2021,Dry Beans,Production,Tonnes,16000
2020,Oriental Mustard,Production,Tonnes,6200
2020,Yellow Mustard,Production,Tonnes,34000
2020,Brown Mustard,Production,Tonnes,21700
2020,Total Mustard,Production,Tonnes,61900
2020,Large Green Lentils,Production,Tonnes,549400
2020,Small Green Lentils,Production,Tonnes,180100
2020,Red Lentils,Production,Tonnes,1736200
2020,Other Lentils,Production,Tonnes,31500
2020,Total Lentils,Production,Tonnes,2497200
2020,Green Peas,Production,Tonnes,520600
2020,Yellow Peas,Production,Tonnes,1860400
2020,Other Peas,Production,Tonnes,96700
2020,Total Peas,Production,Tonnes,2477600
2020,Desi Chickpeas,Production,Tonnes,22200
2020,Kabuli Chickpeas,Production,Tonnes,154200
2020,Other Chickpeas,Production,Tonnes,700
2020,Total Chickpeas,Production,Tonnes,177100
2020,Hairless Canary Seed,Production,Tonnes,57000
2020,Regular Canary Seed,Production,Tonnes,117000
2020,Total Canary Seed,Production,Tonnes,174000
2020,Soybeans,Production,Tonnes,68800
2020,Triticale,Production,Tonnes,16200
2020,Fall Rye,Production,Tonnes,119300
2020,Faba Beans,Production,Tonnes,71500
2020,Hemp,Production,Tonnes,6400
2020,Dry Beans,Production,Tonnes,18200
2020,Sunflower Seed,Production,Tonnes,4200
2020,Buckwheat,Production,Tonnes,2800
2019,Oriental Mustard,Production,Tonnes,22100
2019,Yellow Mustard,Production,Tonnes,30100
2019,Brown Mustard,Production,Tonnes,54000
2019,Total Mustard,Production,Tonnes,106200
2019,Large Green Lentils,Production,Tonnes,483300
2019,Small Green Lentils,Production,Tonnes,232000
2019,Red Lentils,Production,Tonnes,1259400
2019,Other Lentils,Production,Tonnes,25000
2019,Total Lentils,Production,Tonnes,2209800
2019,Green Peas,Production,Tonnes,408500
2019,Yellow Peas,Production,Tonnes,1801300
2019,Other Peas,Production,Tonnes,103000
2019,Total Peas,Production,Tonnes,2313100
2019,Desi Chickpeas,Production,Tonnes,14300
2019,Kabuli Chickpeas,Production,Tonnes,203600
2019,Other Chickpeas,Production,Tonnes,6700
2019,Total Chickpeas,Production,Tonnes,224600
2019,Hairless Canary Seed,Production,Tonnes,30100
2019,Regular Canary Seed,Production,Tonnes,88700
2019,Total Canary Seed,Production,Tonnes,153000
2019,Soybeans,Production,Tonnes,107200
2019,Triticale,Production,Tonnes,34700
2019,Fall Rye,Production,Tonnes,99300
2019,Faba Beans,Production,Tonnes,61800
2019,Dry Beans,Production,Tonnes,9300
2018,Oriental Mustard,Production,Tonnes,27400
2018,Yellow Mustard,Production,Tonnes,49000
2018,Brown Mustard,Production,Tonnes,58200
2018,Total Mustard,Production,Tonnes,134600
2018,Large Green Lentils,Production,Tonnes,552400
2018,Small Green Lentils,Production,Tonnes,236200
2018,Red Lentils,Production,Tonnes,1067300
2018,Other Lentils,Production,Tonnes,36000
2018,Total Lentils,Production,Tonnes,1891800
2018,Green Peas,Production,Tonnes,322800
2018,Yellow Peas,Production,Tonnes,1386500
2018,Other Peas,Production,Tonnes,71600
2018,Total Peas,Production,Tonnes,1780700
2018,Desi Chickpeas,Production,Tonnes,10400
2018,Kabuli Chickpeas,Production,Tonnes,263600
2018,Other Chickpeas,Production,Tonnes,2400
2018,Total Chickpeas,Production,Tonnes,276500
2018,Total Canary Seed,Production,Tonnes,145600
2018,Soybeans,Production,Tonnes,231800
2018,Triticale,Production,Tonnes,23600
2018,Fall Rye,Production,Tonnes,42800
2018,Sunflower Seed,Production,Tonnes,3700
2018,Faba Beans,Production,Tonnes,40300
2018,Dry Beans,Production,Tonnes,14300
2018,Buckwheat,Production,Tonnes,1300
2017,Oriental Mustard,Production,Tonnes,32000
2017,Yellow Mustard,Production,Tonnes,39000
2017,Brown Mustard,Production,Tonnes,23500
2017,Total Mustard,Production,Tonnes,94500
2017,Large Green Lentils,Production,Tonnes,451300
2017,Small Green Lentils,Production,Tonnes,194300
2017,Other Lentils,Production,Tonnes,23400
2017,Red Lentils,Production,Tonnes,1625100
2017,Total Lentils,Production,Tonnes,2294100
2017,Green Peas,Production,Tonnes,276000
2017,Yellow Peas,Production,Tonnes,1645000
2017,Other Peas,Production,Tonnes,53100
2017,Total Peas,Production,Tonnes,1973800
2017,Desi Chickpeas,Production,Tonnes,7200
2017,Kabuli Chickpeas,Production,Tonnes,78900
2017,Total Chickpeas,Production,Tonnes,86100
2017,Total Canary Seed,Production,Tonnes,137300
2017,Soybeans,Production,Tonnes,479000
2017,Fall Rye,Production,Tonnes,113000
2017,Faba Beans,Production,Tonnes,54400
2016,Oriental Mustard,Production,Tonnes,50500
2016,Yellow Mustard,Production,Tonnes,88700
2016,Brown Mustard,Production,Tonnes,23100
2016,Total Mustard,Production,Tonnes,162300
2016,Large Green Lentils,Production,Tonnes,494400
2016,Small Green Lentils,Production,Tonnes,204100
2016,Red Lentils,Production,Tonnes,2020800
2016,Other Lentils,Production,Tonnes,22700
2016,Total Lentils,Production,Tonnes,2742000
2016,Green Peas,Production,Tonnes,366000
2016,Yellow Peas,Production,Tonnes,1951400
2016,Other Peas,Production,Tonnes,28700
2016,Total Peas,Production,Tonnes,2346100
2016,Desi Chickpeas,Production,Tonnes,7600
2016,Kabuli Chickpeas,Production,Tonnes,67600
2016,Total Chickpeas,Production,Tonnes,75200
2016,Hairless Canary Seed,Production,Tonnes,41600
2016,Regular Canary Seed,Production,Tonnes,98700
2016,Total Canary Seed,Production,Tonnes,140300
2016,Soybeans,Production,Tonnes,202500
2016,Triticale,Production,Tonnes,22900
2016,Fall Rye,Production,Tonnes,152900
2016,Faba Beans,Production,Tonnes,37600
2015,Oriental Mustard,Production,Tonnes,26800
2015,Yellow Mustard,Production,Tonnes,42500
2015,Brown Mustard,Production,Tonnes,22200
2015,Total Mustard,Production,Tonnes,91500
2015,Large Green Lentils,Production,Tonnes,409200
2015,Small Green Lentils,Production,Tonnes,153900
2015,Red Lentils,Production,Tonnes,1657100
2015,Other Lentils,Production,Tonnes,14700
2015,Total Lentils,Production,Tonnes,2234900
2015,Green Peas,Production,Tonnes,402800
2015,Yellow Peas,Production,Tonnes,1339000
2015,Other Peas,Production,Tonnes,36700
2015,Total Peas,Production,Tonnes,1778500
2015,Desi Chickpeas,Production,Tonnes,17700
2015,Kabuli Chickpeas,Production,Tonnes,65800
2015,Total Chickpeas,Production,Tonnes,83500
2015,Hairless Canary Seed,Production,Tonnes,51000
2015,Regular Canary Seed,Production,Tonnes,97600
2015,Total Canary Seed,Production,Tonnes,148600
2014,Brown Mustard,Production,Tonnes,45900
2014,Yellow Mustard,Production,Tonnes,59000
2014,Oriental Mustard,Production,Tonnes,33700
2014,Total Mustard,Production,Tonnes,138600
2014,Large Green Lentils,Production,Tonnes,396500
2014,Small Green Lentils,Production,Tonnes,119400
2014,Red Lentils,Production,Tonnes,1210900
2014,Other Lentils,Production,Tonnes,25800
2014,Total Lentils,Production,Tonnes,1752600
2014,Green Peas,Production,Tonnes,443600
2014,Yellow Peas,Production,Tonnes,1581200
2014,Other Peas,Production,Tonnes,36100
2014,Total Peas,Production,Tonnes,2060900
2014,Desi Chickpeas,Production,Tonnes,50200
2014,Kabuli Chickpeas,Production,Tonnes,72800
2014,Total Chickpeas,Production,Tonnes,123000
2014,Hairless Canary Seed,Production,Tonnes,39200
2014,Regular Canary Seed,Production,Tonnes,85700
2014,Total Canary Seed,Production,Tonnes,124900
2014,Soybeans,Production,Tonnes,163300
2014,Triticale,Production,Tonnes,16300
2013,Brown Mustard,Production,Tonnes,47800
2013,Yellow Mustard,Production,Tonnes,51500
2013,Oriental Mustard,Production,Tonnes,18000
2013,Total Mustard,Production,Tonnes,117300
2013,Large Green Lentils,Production,Tonnes,737100
2013,Small Green Lentils,Production,Tonnes,209600
2013,Red Lentils,Production,Tonnes,1088600
2013,Other Lentils,Production,Tonnes,33100
2013,Total Lentils,Production,Tonnes,2068400
2013,Green Peas,Production,Tonnes,383700
2013,Yellow Peas,Production,Tonnes,2137800
2013,Other Peas,Production,Tonnes,50300
2013,Total Peas,Production,Tonnes,2571800
2013,Desi Chickpeas,Production,Tonnes,39800
2013,Kabuli Chickpeas,Production,Tonnes,129600
2013,Total Chickpeas,Production,Tonnes,169400
2013,Hairless Canary Seed,Production,Tonnes,38900
2013,Regular Canary Seed,Production,Tonnes,92100
2013,Total Canary Seed,Production,Tonnes,131000
2013,Soybeans,Production,Tonnes,118400
2013,Triticale,Production,Tonnes,12700
2012,Brown Mustard,Production,Tonnes,25100
2012,Yellow Mustard,Production,Tonnes,39900
2012,Oriental Mustard,Production,Tonnes,17700
2012,Total Mustard,Production,Tonnes,82700
2012,Large Green Lentils,Production,Tonnes,715300
2012,Small Green Lentils,Production,Tonnes,167300
2012,Red Lentils,Production,Tonnes,548800
2012,Other Lentils,Production,Tonnes,38400
2012,Total Lentils,Production,Tonnes,1469800
2012,Green Peas,Production,Tonnes,258700
2012,Yellow Peas,Production,Tonnes,1790500
2012,Other Peas,Production,Tonnes,19200
2012,Total Peas,Production,Tonnes,2068400
2012,Desi Chickpeas,Production,Tonnes,17300
2012,Kabuli Chickpeas,Production,Tonnes,127900
2012,Total Chickpeas,Production,Tonnes,145200
2012,Hairless Canary Seed,Production,Tonnes,54400
2012,Regular Canary Seed,Production,Tonnes,95300
2012,Total Canary Seed,Production,Tonnes,149700
2012,Triticale,Production,Tonnes,16500
2011,Brown Mustard,Production,Tonnes,38900
2011,Yellow Mustard,Production,Tonnes,34200
2011,Oriental Mustard,Production,Tonnes,30100
2011,Total Mustard,Production,Tonnes,103200
2011,Large Green Lentils,Production,Tonnes,581500
2011,Small Green Lentils,Production,Tonnes,112600
2011,Red Lentils,Production,Tonnes,733000
2011,Other Lentils,Production,Tonnes,27900
2011,Total Lentils,Production,Tonnes,1455000
2011,Green Peas,Production,Tonnes,230700
2011,Yellow Peas,Production,Tonnes,1426100
2011,Other Peas,Production,Tonnes,14300
2011,Total Peas,Production,Tonnes,1671100
2011,Kabuli Chickpeas,Production,Tonnes,46900
2011,Total Chickpeas,Production,Tonnes,75200
2011,Hairless Canary Seed,Production,Tonnes,49000
2011,Regular Canary Seed,Production,Tonnes,79600
2011,Total Canary Seed,Production,Tonnes,128600
2011,Triticale,Production,Tonnes,10200
2010,Brown Mustard,Production,Tonnes,25800
2010,Yellow Mustard,Production,Tonnes,70900
2010,Oriental Mustard,Production,Tonnes,37600
2010,Total Mustard,Production,Tonnes,134300
2010,Large Green Lentils,Production,Tonnes,669600
2010,Small Green Lentils,Production,Tonnes,139600
2010,Red Lentils,Production,Tonnes,998100
2010,Other Lentils,Production,Tonnes,33000
2010,Total Lentils,Production,Tonnes,1840300
2010,Green Peas,Production,Tonnes,318900
2010,Yellow Peas,Production,Tonnes,1609900
2010,Other Peas,Production,Tonnes,44300
2010,Total Peas,Production,Tonnes,1973100
2010,Kabuli Chickpeas,Production,Tonnes,94900
2010,Total Chickpeas,Production,Tonnes,57400
2010,Hairless Canary Seed,Production,Tonnes,80300
2010,Regular Canary Seed,Production,Tonnes,62900
2010,Total Canary Seed,Production,Tonnes,143200
2010,Triticale,Production,Tonnes,27900
2009,Brown Mustard,Production,Tonnes,36700
2009,Yellow Mustard,Production,Tonnes,84700
2009,Oriental Mustard,Production,Tonnes,39200
2009,Total Mustard,Production,Tonnes,160600
2009,Large Green Lentils,Production,Tonnes,510600
2009,Small Green Lentils,Production,Tonnes,171200
2009,Red Lentils,Production,Tonnes,764100
2009,Other Lentils,Production,Tonnes,34200
2009,Total Lentils,Production,Tonnes,1480100
2009,Green Peas,Production,Tonnes,438200
2009,Yellow Peas,Production,Tonnes,2150000
2009,Other Peas,Production,Tonnes,24500
2009,Total Peas,Production,Tonnes,2612700
2009,Kabuli Chickpeas,Production,Tonnes,38000
2009,Total Chickpeas,Production,Tonnes,57400
2009,Hairless Canary Seed,Production,Tonnes,35900
2009,Regular Canary Seed,Production,Tonnes,98600
2009,Total Canary Seed,Production,Tonnes,134500
2009,Triticale,Production,Tonnes,17300
2008,Brown Mustard,Production,Tonnes,51700
2008,Yellow Mustard,Production,Tonnes,55100
2008,Oriental Mustard,Production,Tonnes,17100
2008,Total Mustard,Production,Tonnes,123900
2008,Large Green Lentils,Production,Tonnes,402900
2008,Small Green Lentils,Production,Tonnes,108800
2008,Red Lentils,Production,Tonnes,507900
2008,Other Lentils,Production,Tonnes,23600
2008,Total Lentils,Production,Tonnes,1043200
2008,Green Peas,Production,Tonnes,415000
2008,Yellow Peas,Production,Tonnes,2299700
2008,Other Peas,Production,Tonnes,17700
2008,Total Peas,Production,Tonnes,2732400
2008,Kabuli Chickpeas,Production,Tonnes,56900
2008,Total Chickpeas,Production,Tonnes,67000
2008,Hairless Canary Seed,Production,Tonnes,60100
2008,Regular Canary Seed,Production,Tonnes,124500
2008,Total Canary Seed,Production,Tonnes,184600
2008,Triticale,Production,Tonnes,18500
2007,Brown Mustard,Production,Tonnes,33400
2007,Yellow Mustard,Production,Tonnes,48900
2007,Oriental Mustard,Production,Tonnes,13000
2007,Total Mustard,Production,Tonnes,95300
2007,Large Green Lentils,Production,Tonnes,301800
2007,Small Green Lentils,Production,Tonnes,161400
2007,Red Lentils,Production,Tonnes,247100
2007,Other Lentils,Production,Tonnes,23600
2007,Total Lentils,Production,Tonnes,733900
2007,Green Peas,Production,Tonnes,434100
2007,Yellow Peas,Production,Tonnes,1839800
2007,Other Peas,Production,Tonnes,35700
2007,Total Peas,Production,Tonnes,2309600
2007,Desi Chickpeas,Production,Tonnes,31300
2007,Kabuli Chickpeas,Production,Tonnes,120000
2007,Other Chickpeas,Production,Tonnes,46800
2007,Total Chickpeas,Production,Tonnes,198100
2007,Hairless Canary Seed,Production,Tonnes,52800
2007,Regular Canary Seed,Production,Tonnes,102900
2007,Total Canary Seed,Production,Tonnes,155700
2007,Triticale,Production,Tonnes,29200
2007,Sunflower Seed,Production,Tonnes,5000
2006,Brown Mustard,Production,Tonnes,28700
2006,Yellow Mustard,Production,Tonnes,41800
2006,Oriental Mustard,Production,Tonnes,12100
2006,Total Mustard,Production,Tonnes,82600
2006,Large Green Lentils,Production,Tonnes,250500
2006,Small Green Lentils,Production,Tonnes,135800
2006,Red Lentils,Production,Tonnes,222100
2006,Other Lentils,Production,Tonnes,21100
2006,Total Lentils,Production,Tonnes,629500
2006,Green Peas,Production,Tonnes,350700
2006,Yellow Peas,Production,Tonnes,1479800
2006,Other Peas,Production,Tonnes,31000
2006,Total Peas,Production,Tonnes,1861500
2006,Desi Chickpeas,Production,Tonnes,21400
2006,Kabuli Chickpeas,Production,Tonnes,83300
2006,Other Chickpeas,Production,Tonnes,32500
2006,Total Chickpeas,Production,Tonnes,137200
2006,Hairless Canary Seed,Production,Tonnes,44200
2006,Regular Canary Seed,Production,Tonnes,84900
2006,Total Canary Seed,Production,Tonnes,129100
2006,Triticale,Production,Tonnes,11900
