Area,Year,Item,Measurement,Unit,Value
Nova Scotia,1981,Tame or seeded pasture,Number of farms reporting,Number,2850
Nova Scotia,1981,Tame or seeded pasture,Hectares,Hectares,46106
Nova Scotia,1981,All other land,Number of farms reporting,Number,4602
Nova Scotia,1981,All other land,Hectares,Hectares,301997
New Brunswick,1981,Total area of farms,Number of farms reporting,Number,4063
New Brunswick,1981,Total area of farms,Hectares,Hectares,437888
New Brunswick,1981,Land in crops,Number of farms reporting,Number,3559
New Brunswick,1981,Land in crops,Hectares,Hectares,130526
New Brunswick,1981,Summerfallow land,Number of farms reporting,Number,410
New Brunswick,1981,Summerfallow land,Hectares,Hectares,5183
New Brunswick,1981,Tame or seeded pasture,Number of farms reporting,Number,2272
New Brunswick,1981,Tame or seeded pasture,Hectares,Hectares,41479
New Brunswick,1981,All other land,Number of farms reporting,Number,3680
New Brunswick,1981,All other land,Hectares,Hectares,260714
Quebec,1981,Total area of farms,Number of farms reporting,Number,48144
Quebec,1981,Total area of farms,Hectares,Hectares,3779169
Quebec,1981,Land in crops,Number of farms reporting,Number,42646
Quebec,1981,Land in crops,Hectares,Hectares,1756038
Quebec,1981,Summerfallow land,Number of farms reporting,Number,4651
Quebec,1981,Summerfallow land,Hectares,Hectares,53077
Quebec,1981,Tame or seeded pasture,Number of farms reporting,Number,24783
Quebec,1981,Tame or seeded pasture,Hectares,Hectares,443559
Quebec,1981,All other land,Number of farms reporting,Number,41460
Quebec,1981,All other land,Hectares,Hectares,1526606
Ontario,1981,Total area of farms,Number of farms reporting,Number,82448
Ontario,1981,Total area of farms,Hectares,Hectares,6039237
Ontario,1981,Land in crops,Number of farms reporting,Number,76264
Ontario,1981,Land in crops,Hectares,Hectares,3632727
Ontario,1981,Summerfallow land,Number of farms reporting,Number,7386
Ontario,1981,Summerfallow land,Hectares,Hectares,63309
Ontario,1981,Tame or seeded pasture,Number of farms reporting,Number,35586
Ontario,1981,Tame or seeded pasture,Hectares,Hectares,657009
Ontario,1981,All other land,Number of farms reporting,Number,71734
Ontario,1981,All other land,Hectares,Hectares,1686286
Manitoba,1981,Total area of farms,Number of farms reporting,Number,29442
Manitoba,1981,Total area of farms,Hectares,Hectares,7615926
Manitoba,1981,Land in crops,Number of farms reporting,Number,27242
Manitoba,1981,Land in crops,Hectares,Hectares,4420369
Manitoba,1981,Summerfallow land,Number of farms reporting,Number,14426
Manitoba,1981,Summerfallow land,Hectares,Hectares,598338
Manitoba,1981,Tame or seeded pasture,Number of farms reporting,Number,8844
Manitoba,1981,Tame or seeded pasture,Hectares,Hectares,352507
Manitoba,1981,All other land,Number of farms reporting,Number,26458
Manitoba,1981,All other land,Hectares,Hectares,2244716
Saskatchewan,1981,Total area of farms,Number of farms reporting,Number,67318
Saskatchewan,1981,Total area of farms,Hectares,Hectares,25947086
Saskatchewan,1981,Land in crops,Number of farms reporting,Number,65113
Saskatchewan,1981,Land in crops,Hectares,Hectares,11740864
Saskatchewan,1981,Summerfallow land,Number of farms reporting,Number,57885
Saskatchewan,1981,Summerfallow land,Hectares,Hectares,6704464
Saskatchewan,1981,Tame or seeded pasture,Number of farms reporting,Number,17071
Saskatchewan,1981,Tame or seeded pasture,Hectares,Hectares,975364
Saskatchewan,1981,All other land,Number of farms reporting,Number,57271
Saskatchewan,1981,All other land,Hectares,Hectares,6526404
Alberta,1981,Total area of farms,Number of farms reporting,Number,58056
Alberta,1981,Total area of farms,Hectares,Hectares,19108513
Alberta,1981,Land in crops,Number of farms reporting,Number,53323
Alberta,1981,Land in crops,Hectares,Hectares,8441242
Alberta,1981,Summerfallow land,Number of farms reporting,Number,27845
Alberta,1981,Summerfallow land,Hectares,Hectares,2205468
Alberta,1981,Tame or seeded pasture,Number of farms reporting,Number,27071
Alberta,1981,Tame or seeded pasture,Hectares,Hectares,1581443
Alberta,1981,All other land,Number of farms reporting,Number,52464
Alberta,1981,All other land,Hectares,Hectares,6880383
British Columbia,1981,Total area of farms,Number of farms reporting,Number,20012
British Columbia,1981,Total area of farms,Hectares,Hectares,2178596
British Columbia,1981,Land in crops,Number of farms reporting,Number,15880
British Columbia,1981,Land in crops,Hectares,Hectares,568241
British Columbia,1981,Summerfallow land,Number of farms reporting,Number,1917
British Columbia,1981,Summerfallow land,Hectares,Hectares,63528
British Columbia,1981,Tame or seeded pasture,Number of farms reporting,Number,9615
British Columbia,1981,Tame or seeded pasture,Hectares,Hectares,266884
British Columbia,1981,All other land,Number of farms reporting,Number,16394
British Columbia,1981,All other land,Hectares,Hectares,1280061
Canada,1986,Total area of farms,Number of farms reporting,Number,293089
Canada,1986,Total area of farms,Hectares,Hectares,67825757
Canada,1986,Land in crops,Number of farms reporting,Number,264141
Canada,1986,Land in crops,Hectares,Hectares,33181235
Canada,1986,Summerfallow land,Number of farms reporting,Number,100409
Canada,1986,Summerfallow land,Hectares,Hectares,8499016
Canada,1986,Tame or seeded pasture,Number of farms reporting,Number,95386
Canada,1986,Tame or seeded pasture,Hectares,Hectares,3559215
Canada,1986,All other land,Number of farms reporting,Number,253924
Canada,1986,All other land,Hectares,Hectares,22586292
Newfoundland and Labrador,1986,Total area of farms,Number of farms reporting,Number,651
Newfoundland and Labrador,1986,Total area of farms,Hectares,Hectares,36561
Newfoundland and Labrador,1986,Land in crops,Number of farms reporting,Number,431
Newfoundland and Labrador,1986,Land in crops,Hectares,Hectares,4876
Newfoundland and Labrador,1986,Summerfallow land,Number of farms reporting,Number,85
Newfoundland and Labrador,1986,Summerfallow land,Hectares,Hectares,385
Newfoundland and Labrador,1986,Tame or seeded pasture,Number of farms reporting,Number,223
Newfoundland and Labrador,1986,Tame or seeded pasture,Hectares,Hectares,3822
Newfoundland and Labrador,1986,All other land,Number of farms reporting,Number,547
Newfoundland and Labrador,1986,All other land,Hectares,Hectares,27479
Prince Edward Island,1986,Total area of farms,Number of farms reporting,Number,2833
Prince Edward Island,1986,Total area of farms,Hectares,Hectares,272433
Prince Edward Island,1986,Land in crops,Number of farms reporting,Number,2511
Prince Edward Island,1986,Land in crops,Hectares,Hectares,156498
Prince Edward Island,1986,Summerfallow land,Number of farms reporting,Number,182
Prince Edward Island,1986,Summerfallow land,Hectares,Hectares,2647
Prince Edward Island,1986,Tame or seeded pasture,Number of farms reporting,Number,1362
Prince Edward Island,1986,Tame or seeded pasture,Hectares,Hectares,22622
Prince Edward Island,1986,All other land,Number of farms reporting,Number,2569
Prince Edward Island,1986,All other land,Hectares,Hectares,90666
Nova Scotia,1986,Total area of farms,Number of farms reporting,Number,4283
Nova Scotia,1986,Total area of farms,Hectares,Hectares,416507
Nova Scotia,1986,Land in crops,Number of farms reporting,Number,3459
Nova Scotia,1986,Land in crops,Hectares,Hectares,109512
Nova Scotia,1986,Summerfallow land,Number of farms reporting,Number,385
Nova Scotia,1986,Summerfallow land,Hectares,Hectares,3910
Nova Scotia,1986,Tame or seeded pasture,Number of farms reporting,Number,1920
Nova Scotia,1986,Tame or seeded pasture,Hectares,Hectares,36236
Nova Scotia,1986,All other land,Number of farms reporting,Number,3942
Nova Scotia,1986,All other land,Hectares,Hectares,266848
New Brunswick,1986,Total area of farms,Number of farms reporting,Number,3554
New Brunswick,1986,Total area of farms,Hectares,Hectares,408893
New Brunswick,1986,Land in crops,Number of farms reporting,Number,2913
New Brunswick,1986,Land in crops,Hectares,Hectares,129475
New Brunswick,1986,Summerfallow land,Number of farms reporting,Number,329
New Brunswick,1986,Summerfallow land,Hectares,Hectares,4289
New Brunswick,1986,Tame or seeded pasture,Number of farms reporting,Number,1449
New Brunswick,1986,Tame or seeded pasture,Hectares,Hectares,27204
New Brunswick,1986,All other land,Number of farms reporting,Number,3318
New Brunswick,1986,All other land,Hectares,Hectares,247925
Quebec,1986,Total area of farms,Number of farms reporting,Number,41448
Quebec,1986,Total area of farms,Hectares,Hectares,3638801
Quebec,1986,Land in crops,Number of farms reporting,Number,36035
Quebec,1986,Land in crops,Hectares,Hectares,1744396
Quebec,1986,Summerfallow land,Number of farms reporting,Number,2665
Quebec,1986,Summerfallow land,Hectares,Hectares,31803
Quebec,1986,Tame or seeded pasture,Number of farms reporting,Number,16810
Quebec,1986,Tame or seeded pasture,Hectares,Hectares,301133
Quebec,1986,All other land,Number of farms reporting,Number,36219
Quebec,1986,All other land,Hectares,Hectares,1561470
Ontario,1986,Total area of farms,Number of farms reporting,Number,72713
Ontario,1986,Total area of farms,Hectares,Hectares,5646582
Ontario,1986,Land in crops,Number of farms reporting,Number,65943
Ontario,1986,Land in crops,Hectares,Hectares,3457966
Ontario,1986,Summerfallow land,Number of farms reporting,Number,7367
Ontario,1986,Summerfallow land,Hectares,Hectares,80337
Ontario,1986,Tame or seeded pasture,Number of farms reporting,Number,25066
Ontario,1986,Tame or seeded pasture,Hectares,Hectares,431286
Ontario,1986,All other land,Number of farms reporting,Number,62970
Ontario,1986,All other land,Hectares,Hectares,1676993
Manitoba,1986,Total area of farms,Number of farms reporting,Number,27336
Manitoba,1986,Total area of farms,Hectares,Hectares,7740226
Manitoba,1986,Land in crops,Number of farms reporting,Number,24683
Manitoba,1986,Land in crops,Hectares,Hectares,4519335
Manitoba,1986,Summerfallow land,Number of farms reporting,Number,11900
Manitoba,1986,Summerfallow land,Hectares,Hectares,509213
Manitoba,1986,Tame or seeded pasture,Number of farms reporting,Number,6313
Manitoba,1986,Tame or seeded pasture,Hectares,Hectares,274944
Manitoba,1986,All other land,Number of farms reporting,Number,24034
Manitoba,1986,All other land,Hectares,Hectares,2436733
Saskatchewan,1986,Total area of farms,Number of farms reporting,Number,63431
Saskatchewan,1986,Total area of farms,Hectares,Hectares,26599354
Saskatchewan,1986,Land in crops,Number of farms reporting,Number,61217
Saskatchewan,1986,Land in crops,Hectares,Hectares,13325811
Saskatchewan,1986,Summerfallow land,Number of farms reporting,Number,50412
Saskatchewan,1986,Summerfallow land,Hectares,Hectares,5658251
Saskatchewan,1986,Tame or seeded pasture,Number of farms reporting,Number,12668
Saskatchewan,1986,Tame or seeded pasture,Hectares,Hectares,878726
Saskatchewan,1986,All other land,Number of farms reporting,Number,53223
Saskatchewan,1986,All other land,Hectares,Hectares,6736567
Alberta,1986,Total area of farms,Number of farms reporting,Number,57777
Alberta,1986,Total area of farms,Hectares,Hectares,20655340
Alberta,1986,Land in crops,Number of farms reporting,Number,52347
Alberta,1986,Land in crops,Hectares,Hectares,9162524
Alberta,1986,Summerfallow land,Number of farms reporting,Number,25278
Alberta,1986,Summerfallow land,Hectares,Hectares,2127013
Alberta,1986,Tame or seeded pasture,Number of farms reporting,Number,22254
Alberta,1986,Tame or seeded pasture,Hectares,Hectares,1376814
Alberta,1986,All other land,Number of farms reporting,Number,51708
Alberta,1986,All other land,Hectares,Hectares,7988989
British Columbia,1986,Total area of farms,Number of farms reporting,Number,19063
British Columbia,1986,Total area of farms,Hectares,Hectares,2411060
British Columbia,1986,Land in crops,Number of farms reporting,Number,14602
British Columbia,1986,Land in crops,Hectares,Hectares,570843
British Columbia,1986,Summerfallow land,Number of farms reporting,Number,1806
British Columbia,1986,Summerfallow land,Hectares,Hectares,81167
British Columbia,1986,Tame or seeded pasture,Number of farms reporting,Number,7321
British Columbia,1986,Tame or seeded pasture,Hectares,Hectares,206428
British Columbia,1986,All other land,Number of farms reporting,Number,15394
British Columbia,1986,All other land,Hectares,Hectares,1552622
Canada,1991,Total area of farms,Number of farms reporting,Number,280043
Canada,1991,Total area of farms,Hectares,Hectares,67753700
Canada,1991,Land in crops,Number of farms reporting,Number,248147
Canada,1991,Land in crops,Hectares,Hectares,33507780
Canada,1991,Summerfallow land,Number of farms reporting,Number,80834
Canada,1991,Summerfallow land,Hectares,Hectares,7920948
Canada,1991,Tame or seeded pasture,Number of farms reporting,Number,89980
Canada,1991,Tame or seeded pasture,Hectares,Hectares,4141221
Canada,1991,All other land,Number of farms reporting,Number,248855
Canada,1991,All other land,Hectares,Hectares,22183752
Newfoundland and Labrador,1991,Total area of farms,Number of farms reporting,Number,725
Newfoundland and Labrador,1991,Total area of farms,Hectares,Hectares,47353
Newfoundland and Labrador,1991,Land in crops,Number of farms reporting,Number,468
Newfoundland and Labrador,1991,Land in crops,Hectares,Hectares,6274
Newfoundland and Labrador,1991,Summerfallow land,Number of farms reporting,Number,27
Newfoundland and Labrador,1991,Summerfallow land,Hectares,Hectares,145
Newfoundland and Labrador,1991,Tame or seeded pasture,Number of farms reporting,Number,251
Newfoundland and Labrador,1991,Tame or seeded pasture,Hectares,Hectares,4606
Newfoundland and Labrador,1991,All other land,Number of farms reporting,Number,663
Newfoundland and Labrador,1991,All other land,Hectares,Hectares,36327
Prince Edward Island,1991,Total area of farms,Number of farms reporting,Number,2361
Prince Edward Island,1991,Total area of farms,Hectares,Hectares,258875
Prince Edward Island,1991,Land in crops,Number of farms reporting,Number,2090
Prince Edward Island,1991,Land in crops,Hectares,Hectares,154103
Prince Edward Island,1991,Summerfallow land,Number of farms reporting,Number,87
Prince Edward Island,1991,Summerfallow land,Hectares,Hectares,997
Prince Edward Island,1991,Tame or seeded pasture,Number of farms reporting,Number,1014
Prince Edward Island,1991,Tame or seeded pasture,Hectares,Hectares,19278
Prince Edward Island,1991,All other land,Number of farms reporting,Number,2164
Prince Edward Island,1991,All other land,Hectares,Hectares,84497
Nova Scotia,1991,Total area of farms,Number of farms reporting,Number,3980
Nova Scotia,1991,Total area of farms,Hectares,Hectares,397031
Nova Scotia,1991,Land in crops,Number of farms reporting,Number,3209
Nova Scotia,1991,Land in crops,Hectares,Hectares,106231
Nova Scotia,1991,Summerfallow land,Number of farms reporting,Number,153
Nova Scotia,1991,Summerfallow land,Hectares,Hectares,1186
Nova Scotia,1991,Tame or seeded pasture,Number of farms reporting,Number,1735
Nova Scotia,1991,Tame or seeded pasture,Hectares,Hectares,30723
Nova Scotia,1991,All other land,Number of farms reporting,Number,3706
Nova Scotia,1991,All other land,Hectares,Hectares,258892
New Brunswick,1991,Total area of farms,Number of farms reporting,Number,3252
New Brunswick,1991,Total area of farms,Hectares,Hectares,375631
New Brunswick,1991,Land in crops,Number of farms reporting,Number,2587
New Brunswick,1991,Land in crops,Hectares,Hectares,122247
New Brunswick,1991,Summerfallow land,Number of farms reporting,Number,130
New Brunswick,1991,Summerfallow land,Hectares,Hectares,1551
New Brunswick,1991,Tame or seeded pasture,Number of farms reporting,Number,1284
New Brunswick,1991,Tame or seeded pasture,Hectares,Hectares,25048
New Brunswick,1991,All other land,Number of farms reporting,Number,3058
New Brunswick,1991,All other land,Hectares,Hectares,226785
Quebec,1991,Total area of farms,Number of farms reporting,Number,38076
Quebec,1991,Total area of farms,Hectares,Hectares,3429610
Quebec,1991,Land in crops,Number of farms reporting,Number,31160
Quebec,1991,Land in crops,Hectares,Hectares,1638453
Quebec,1991,Summerfallow land,Number of farms reporting,Number,1109
Quebec,1991,Summerfallow land,Hectares,Hectares,14712
Quebec,1991,Tame or seeded pasture,Number of farms reporting,Number,14238
Quebec,1991,Tame or seeded pasture,Hectares,Hectares,270924
Quebec,1991,All other land,Number of farms reporting,Number,33929
Quebec,1991,All other land,Hectares,Hectares,1505520
Ontario,1991,Total area of farms,Number of farms reporting,Number,68633
Ontario,1991,Total area of farms,Hectares,Hectares,5451379
Ontario,1991,Land in crops,Number of farms reporting,Number,61353
Ontario,1991,Land in crops,Hectares,Hectares,3411667
Ontario,1991,Summerfallow land,Number of farms reporting,Number,5636
Ontario,1991,Summerfallow land,Hectares,Hectares,63657
Ontario,1991,Tame or seeded pasture,Number of farms reporting,Number,21544
Ontario,1991,Tame or seeded pasture,Hectares,Hectares,390212
Ontario,1991,All other land,Number of farms reporting,Number,61549
Ontario,1991,All other land,Hectares,Hectares,1585843
Manitoba,1991,Total area of farms,Number of farms reporting,Number,25706
Manitoba,1991,Total area of farms,Hectares,Hectares,7724990
Manitoba,1991,Land in crops,Number of farms reporting,Number,23563
Manitoba,1991,Land in crops,Hectares,Hectares,4761050
Manitoba,1991,Summerfallow land,Number of farms reporting,Number,7511
Manitoba,1991,Summerfallow land,Hectares,Hectares,296998
Manitoba,1991,Tame or seeded pasture,Number of farms reporting,Number,6151
Manitoba,1991,Tame or seeded pasture,Hectares,Hectares,341291
Manitoba,1991,All other land,Number of farms reporting,Number,23143
Manitoba,1991,All other land,Hectares,Hectares,2325650
Saskatchewan,1991,Total area of farms,Number of farms reporting,Number,60840
Saskatchewan,1991,Total area of farms,Hectares,Hectares,26865488
Saskatchewan,1991,Land in crops,Number of farms reporting,Number,58650
Saskatchewan,1991,Land in crops,Hectares,Hectares,13458915
Saskatchewan,1991,Summerfallow land,Number of farms reporting,Number,45577
Saskatchewan,1991,Summerfallow land,Hectares,Hectares,5712830
Saskatchewan,1991,Tame or seeded pasture,Number of farms reporting,Number,13333
Saskatchewan,1991,Tame or seeded pasture,Hectares,Hectares,1075655
Saskatchewan,1991,All other land,Number of farms reporting,Number,51926
Saskatchewan,1991,All other land,Hectares,Hectares,6618088
Alberta,1991,Total area of farms,Number of farms reporting,Number,57245
Alberta,1991,Total area of farms,Hectares,Hectares,20811002
Alberta,1991,Land in crops,Number of farms reporting,Number,50732
Alberta,1991,Land in crops,Hectares,Hectares,9292044
Alberta,1991,Summerfallow land,Number of farms reporting,Number,18963
Alberta,1991,Summerfallow land,Hectares,Hectares,1771395
Alberta,1991,Tame or seeded pasture,Number of farms reporting,Number,23375
Alberta,1991,Tame or seeded pasture,Hectares,Hectares,1742479
Alberta,1991,All other land,Number of farms reporting,Number,52086
Alberta,1991,All other land,Hectares,Hectares,8005085
British Columbia,1991,Total area of farms,Number of farms reporting,Number,19225
British Columbia,1991,Total area of farms,Hectares,Hectares,2392341
British Columbia,1991,Land in crops,Number of farms reporting,Number,14335
British Columbia,1991,Land in crops,Hectares,Hectares,556796
British Columbia,1991,Summerfallow land,Number of farms reporting,Number,1641
British Columbia,1991,Summerfallow land,Hectares,Hectares,57476
British Columbia,1991,Tame or seeded pasture,Number of farms reporting,Number,7055
British Columbia,1991,Tame or seeded pasture,Hectares,Hectares,241004
British Columbia,1991,All other land,Number of farms reporting,Number,16631
British Columbia,1991,All other land,Hectares,Hectares,1537065
Canada,1996,Total area of farms,Number of farms reporting,Number,276548
Canada,1996,Total area of farms,Hectares,Hectares,68054956
Canada,1996,Land in crops,Number of farms reporting,Number,237760
Canada,1996,Land in crops,Hectares,Hectares,34918733
Canada,1996,Summerfallow land,Number of farms reporting,Number,64819
Canada,1996,Summerfallow land,Hectares,Hectares,6260725
Canada,1996,Tame or seeded pasture,Number of farms reporting,Number,89570
Canada,1996,Tame or seeded pasture,Hectares,Hectares,4349136
Canada,1996,All other land,Number of farms reporting,Number,250403
Canada,1996,All other land,Hectares,Hectares,22526362
Newfoundland and Labrador,1996,Total area of farms,Number of farms reporting,Number,742
Newfoundland and Labrador,1996,Total area of farms,Hectares,Hectares,43836
Newfoundland and Labrador,1996,Land in crops,Number of farms reporting,Number,502
Newfoundland and Labrador,1996,Land in crops,Hectares,Hectares,7180
Newfoundland and Labrador,1996,Summerfallow land,Number of farms reporting,Number,29
Newfoundland and Labrador,1996,Summerfallow land,Hectares,Hectares,96
Newfoundland and Labrador,1996,Tame or seeded pasture,Number of farms reporting,Number,142
Newfoundland and Labrador,1996,Tame or seeded pasture,Hectares,Hectares,2361
Newfoundland and Labrador,1996,All other land,Number of farms reporting,Number,652
Newfoundland and Labrador,1996,All other land,Hectares,Hectares,34199
Prince Edward Island,1996,Total area of farms,Number of farms reporting,Number,2217
Prince Edward Island,1996,Total area of farms,Hectares,Hectares,265217
Prince Edward Island,1996,Land in crops,Number of farms reporting,Number,1938
Prince Edward Island,1996,Land in crops,Hectares,Hectares,170361
Prince Edward Island,1996,Summerfallow land,Number of farms reporting,Number,37
Prince Edward Island,1996,Summerfallow land,Hectares,Hectares,365
Prince Edward Island,1996,Tame or seeded pasture,Number of farms reporting,Number,681
Prince Edward Island,1996,Tame or seeded pasture,Hectares,Hectares,11825
Prince Edward Island,1996,All other land,Number of farms reporting,Number,2037
Prince Edward Island,1996,All other land,Hectares,Hectares,82665
Nova Scotia,1996,Total area of farms,Number of farms reporting,Number,4453
Nova Scotia,1996,Total area of farms,Hectares,Hectares,427324
Nova Scotia,1996,Land in crops,Number of farms reporting,Number,3277
Nova Scotia,1996,Land in crops,Hectares,Hectares,112364
Nova Scotia,1996,Summerfallow land,Number of farms reporting,Number,104
Nova Scotia,1996,Summerfallow land,Hectares,Hectares,579
Nova Scotia,1996,Tame or seeded pasture,Number of farms reporting,Number,1331
Nova Scotia,1996,Tame or seeded pasture,Hectares,Hectares,25005
Nova Scotia,1996,All other land,Number of farms reporting,Number,4159
Nova Scotia,1996,All other land,Hectares,Hectares,289376
New Brunswick,1996,Total area of farms,Number of farms reporting,Number,3405
New Brunswick,1996,Total area of farms,Hectares,Hectares,386019
New Brunswick,1996,Land in crops,Number of farms reporting,Number,2587
New Brunswick,1996,Land in crops,Hectares,Hectares,135008
New Brunswick,1996,Summerfallow land,Number of farms reporting,Number,95
New Brunswick,1996,Summerfallow land,Hectares,Hectares,426
New Brunswick,1996,Tame or seeded pasture,Number of farms reporting,Number,919
New Brunswick,1996,Tame or seeded pasture,Hectares,Hectares,19873
New Brunswick,1996,All other land,Number of farms reporting,Number,3197
New Brunswick,1996,All other land,Hectares,Hectares,230712
Quebec,1996,Total area of farms,Number of farms reporting,Number,35991
Quebec,1996,Total area of farms,Hectares,Hectares,3456213
Quebec,1996,Land in crops,Number of farms reporting,Number,28676
Quebec,1996,Land in crops,Hectares,Hectares,1738811
Quebec,1996,Summerfallow land,Number of farms reporting,Number,757
Quebec,1996,Summerfallow land,Hectares,Hectares,8776
Quebec,1996,Tame or seeded pasture,Number of farms reporting,Number,10580
Quebec,1996,Tame or seeded pasture,Hectares,Hectares,197336
Quebec,1996,All other land,Number of farms reporting,Number,33177
Quebec,1996,All other land,Hectares,Hectares,1511290
Ontario,1996,Total area of farms,Number of farms reporting,Number,67520
Ontario,1996,Total area of farms,Hectares,Hectares,5616860
Ontario,1996,Land in crops,Number of farms reporting,Number,59269
Ontario,1996,Land in crops,Hectares,Hectares,3544927
Ontario,1996,Summerfallow land,Number of farms reporting,Number,1711
Ontario,1996,Summerfallow land,Hectares,Hectares,19624
Ontario,1996,Tame or seeded pasture,Number of farms reporting,Number,19935
Ontario,1996,Tame or seeded pasture,Hectares,Hectares,348348
Ontario,1996,All other land,Number of farms reporting,Number,62035
Ontario,1996,All other land,Hectares,Hectares,1703961
Manitoba,1996,Total area of farms,Number of farms reporting,Number,24383
Manitoba,1996,Total area of farms,Hectares,Hectares,7732138
Manitoba,1996,Land in crops,Number of farms reporting,Number,21527
Manitoba,1996,Land in crops,Hectares,Hectares,4699146
Manitoba,1996,Summerfallow land,Number of farms reporting,Number,7535
Manitoba,1996,Summerfallow land,Hectares,Hectares,323651
Manitoba,1996,Tame or seeded pasture,Number of farms reporting,Number,6960
Manitoba,1996,Tame or seeded pasture,Hectares,Hectares,356243
Manitoba,1996,All other land,Number of farms reporting,Number,22243
Manitoba,1996,All other land,Hectares,Hectares,2353098
Saskatchewan,1996,Total area of farms,Number of farms reporting,Number,56995
Saskatchewan,1996,Total area of farms,Hectares,Hectares,26569062
Saskatchewan,1996,Land in crops,Number of farms reporting,Number,54226
Saskatchewan,1996,Land in crops,Hectares,Hectares,14398651
Saskatchewan,1996,Summerfallow land,Number of farms reporting,Number,37597
Saskatchewan,1996,Summerfallow land,Hectares,Hectares,4431450
Saskatchewan,1996,Tame or seeded pasture,Number of farms reporting,Number,17101
Saskatchewan,1996,Tame or seeded pasture,Hectares,Hectares,1233306
Saskatchewan,1996,All other land,Number of farms reporting,Number,49598
Saskatchewan,1996,All other land,Hectares,Hectares,6505654
Alberta,1996,Total area of farms,Number of farms reporting,Number,59007
Alberta,1996,Total area of farms,Hectares,Hectares,21029228
Alberta,1996,Land in crops,Number of farms reporting,Number,50268
Alberta,1996,Land in crops,Hectares,Hectares,9546547
Alberta,1996,Summerfallow land,Number of farms reporting,Number,15819
Alberta,1996,Summerfallow land,Hectares,Hectares,1436741
Alberta,1996,Tame or seeded pasture,Number of farms reporting,Number,25672
Alberta,1996,Tame or seeded pasture,Hectares,Hectares,1914603
Alberta,1996,All other land,Number of farms reporting,Number,54140
Alberta,1996,All other land,Hectares,Hectares,8131338
British Columbia,1996,Total area of farms,Number of farms reporting,Number,21835
British Columbia,1996,Total area of farms,Hectares,Hectares,2529060
British Columbia,1996,Land in crops,Number of farms reporting,Number,15490
British Columbia,1996,Land in crops,Hectares,Hectares,565738
British Columbia,1996,Summerfallow land,Number of farms reporting,Number,1135
British Columbia,1996,Summerfallow land,Hectares,Hectares,39017
British Columbia,1996,Tame or seeded pasture,Number of farms reporting,Number,6249
British Columbia,1996,Tame or seeded pasture,Hectares,Hectares,240236
British Columbia,1996,All other land,Number of farms reporting,Number,19165
British Columbia,1996,All other land,Hectares,Hectares,1684068
Canada,2001,Total area of farms,Number of farms reporting,Number,246923
Canada,2001,Total area of farms,Hectares,Hectares,67502447
Canada,2001,Land in crops,Number of farms reporting,Number,215581
Canada,2001,Land in crops,Hectares,Hectares,36395151
Canada,2001,Summerfallow land,Number of farms reporting,Number,50671
Canada,2001,Summerfallow land,Hectares,Hectares,4680399
Canada,2001,Tame or seeded pasture,Number of farms reporting,Number,82830
Canada,2001,Tame or seeded pasture,Hectares,Hectares,4804496
Canada,2001,All other land,Number of farms reporting,Number,215824
Canada,2001,All other land,Hectares,Hectares,21622401
Newfoundland and Labrador,2001,Total area of farms,Number of farms reporting,Number,643
Newfoundland and Labrador,2001,Total area of farms,Hectares,Hectares,40578
Newfoundland and Labrador,2001,Land in crops,Number of farms reporting,Number,477
Newfoundland and Labrador,2001,Land in crops,Hectares,Hectares,8435
Newfoundland and Labrador,2001,Summerfallow land,Number of farms reporting,Number,28
Newfoundland and Labrador,2001,Summerfallow land,Hectares,Hectares,114
Newfoundland and Labrador,2001,Tame or seeded pasture,Number of farms reporting,Number,137
Newfoundland and Labrador,2001,Tame or seeded pasture,Hectares,Hectares,2530
Newfoundland and Labrador,2001,All other land,Number of farms reporting,Number,559
Newfoundland and Labrador,2001,All other land,Hectares,Hectares,29500
Prince Edward Island,2001,Total area of farms,Number of farms reporting,Number,1845
Prince Edward Island,2001,Total area of farms,Hectares,Hectares,261482
Prince Edward Island,2001,Land in crops,Number of farms reporting,Number,1684
Prince Edward Island,2001,Land in crops,Hectares,Hectares,175488
Prince Edward Island,2001,Summerfallow land,Number of farms reporting,Number,31
Prince Edward Island,2001,Summerfallow land,Hectares,Hectares,210
Prince Edward Island,2001,Tame or seeded pasture,Number of farms reporting,Number,750
Prince Edward Island,2001,Tame or seeded pasture,Hectares,Hectares,11814
Prince Edward Island,2001,All other land,Number of farms reporting,Number,1677
Prince Edward Island,2001,All other land,Hectares,Hectares,73970
Nova Scotia,2001,Total area of farms,Number of farms reporting,Number,3923
Nova Scotia,2001,Total area of farms,Hectares,Hectares,407046
Nova Scotia,2001,Land in crops,Number of farms reporting,Number,3122
Nova Scotia,2001,Land in crops,Hectares,Hectares,119219
Nova Scotia,2001,Summerfallow land,Number of farms reporting,Number,83
Nova Scotia,2001,Summerfallow land,Hectares,Hectares,609
Nova Scotia,2001,Tame or seeded pasture,Number of farms reporting,Number,1193
Nova Scotia,2001,Tame or seeded pasture,Hectares,Hectares,22873
Nova Scotia,2001,All other land,Number of farms reporting,Number,3574
Nova Scotia,2001,All other land,Hectares,Hectares,264345
New Brunswick,2001,Total area of farms,Number of farms reporting,Number,3034
New Brunswick,2001,Total area of farms,Hectares,Hectares,388053
New Brunswick,2001,Land in crops,Number of farms reporting,Number,2521
New Brunswick,2001,Land in crops,Hectares,Hectares,148883
